unit,cycle,fold,actual,predicted,error,phase,rul_band,cap_error_floor,lifetime_above_training_max,fixed_checkpoint
1,32.0,1,160.0,161.2638156698732,1.2638156698731962,early,>100,0.0,False,False
1,33.0,1,159.0,161.60545173747613,2.6054517374761303,early,>100,0.0,False,False
1,34.0,1,158.0,156.50007967806258,-1.4999203219374238,early,>100,0.0,False,False
1,35.0,1,157.0,155.02837124844763,-1.9716287515523732,early,>100,0.0,False,False
1,36.0,1,156.0,158.02675441372585,2.026754413725854,early,>100,0.0,False,False
1,37.0,1,155.0,162.56498312264947,7.5649831226494655,early,>100,0.0,False,False
1,38.0,1,154.0,164.22433736830723,10.224337368307232,early,>100,0.0,False,False
1,39.0,1,153.0,158.7958958080829,5.795895808082889,early,>100,0.0,False,True
1,40.0,1,152.0,165.73191786179171,13.731917861791715,early,>100,0.0,False,False
1,41.0,1,151.0,154.9315507750888,3.9315507750887946,early,>100,0.0,False,False
1,42.0,1,150.0,158.62175440694347,8.621754406943467,early,>100,0.0,False,False
1,43.0,1,149.0,161.6485441917222,12.648544191722209,early,>100,0.0,False,False
1,44.0,1,148.0,163.2021177793281,15.202117779328091,early,>100,0.0,False,False
1,45.0,1,147.0,158.9579303034933,11.957930303493299,early,>100,0.0,False,False
1,46.0,1,146.0,156.55101128501232,10.551011285012322,early,>100,0.0,False,False
1,47.0,1,145.0,165.1181720857538,20.1181720857538,early,>100,0.0,False,False
1,48.0,1,144.0,157.47544578376827,13.475445783768265,early,>100,0.0,False,False
1,49.0,1,143.0,159.41775299244964,16.417752992449635,early,>100,0.0,False,False
1,50.0,1,142.0,162.3299220317315,20.329922031731513,early,>100,0.0,False,False
1,51.0,1,141.0,143.2534276068502,2.2534276068502095,early,>100,0.0,False,False
1,52.0,1,140.0,147.61779189461663,7.61779189461663,early,>100,0.0,False,False
1,53.0,1,139.0,147.97486376676304,8.974863766763036,early,>100,0.0,False,False
1,54.0,1,138.0,143.35436618272882,5.354366182728825,early,>100,0.0,False,False
1,55.0,1,137.0,148.2468102968812,11.246810296881193,early,>100,0.0,False,False
1,56.0,1,136.0,141.8813262507348,5.881326250734787,early,>100,0.0,False,False
1,57.0,1,135.0,140.06450034123236,5.06450034123236,early,>100,0.0,False,False
1,58.0,1,134.0,146.44081751219295,12.44081751219295,early,>100,0.0,False,False
1,59.0,1,133.0,144.79122611841046,11.791226118410464,early,>100,0.0,False,False
1,60.0,1,132.0,148.59414920268398,16.59414920268398,early,>100,0.0,False,False
1,61.0,1,131.0,153.33007918642005,22.33007918642005,early,>100,0.0,False,False
1,62.0,1,130.0,150.2062426106615,20.20624261066149,early,>100,0.0,False,False
1,63.0,1,129.0,152.35380910040726,23.35380910040726,early,>100,0.0,False,False
1,64.0,1,128.0,151.48207098162723,23.48207098162723,early,>100,0.0,False,False
1,65.0,1,127.0,135.06268185097616,8.062681850976162,middle,>100,0.0,False,False
1,66.0,1,126.0,143.49973686149315,17.499736861493147,middle,>100,0.0,False,False
1,67.0,1,125.0,148.16765618711966,23.16765618711966,middle,>100,0.0,False,False
1,68.0,1,124.0,149.0919593508884,25.091959350888402,middle,>100,0.0,False,False
1,69.0,1,123.0,153.7962463970511,30.796246397051107,middle,>100,0.0,False,False
1,70.0,1,122.0,146.72639450997087,24.726394509970874,middle,>100,0.0,False,False
1,71.0,1,121.0,134.19677123944402,13.196771239444018,middle,>100,0.0,False,False
1,72.0,1,120.0,143.9926327502886,23.992632750288607,middle,>100,0.0,False,False
1,73.0,1,119.0,149.41026172404085,30.41026172404085,middle,>100,0.0,False,False
1,74.0,1,118.0,147.24395062325362,29.243950623253625,middle,>100,0.0,False,False
1,75.0,1,117.0,134.46796446416096,17.467964464160957,middle,>100,0.0,False,False
1,76.0,1,116.0,149.27734989704115,33.27734989704115,middle,>100,0.0,False,False
1,77.0,1,115.0,143.55302929510793,28.553029295107933,middle,>100,0.0,False,True
1,78.0,1,114.0,137.28027724429444,23.28027724429444,middle,>100,0.0,False,False
1,79.0,1,113.0,129.62934537774356,16.62934537774356,middle,>100,0.0,False,False
1,80.0,1,112.0,122.07627985962807,10.076279859628073,middle,>100,0.0,False,False
1,81.0,1,111.0,120.02564512837618,9.025645128376183,middle,>100,0.0,False,False
1,82.0,1,110.0,125.59565260612617,15.595652606126166,middle,>100,0.0,False,False
1,83.0,1,109.0,129.68386239038398,20.68386239038398,middle,>100,0.0,False,False
1,84.0,1,108.0,130.5656414620115,22.565641462011513,middle,>100,0.0,False,False
1,85.0,1,107.0,132.77458774095652,25.77458774095652,middle,>100,0.0,False,False
1,86.0,1,106.0,130.990536389212,24.990536389211996,middle,>100,0.0,False,False
1,87.0,1,105.0,110.63085186712945,5.630851867129451,middle,>100,0.0,False,False
1,88.0,1,104.0,115.07518640005435,11.07518640005435,middle,>100,0.0,False,False
1,89.0,1,103.0,109.09632209039323,6.09632209039323,middle,>100,0.0,False,False
1,90.0,1,102.0,112.5956691844671,10.595669184467098,middle,>100,0.0,False,False
1,91.0,1,101.0,112.14826024389511,11.148260243895109,middle,>100,0.0,False,False
1,92.0,1,100.0,104.34306640862702,4.343066408627024,middle,31-100,0.0,False,False
1,93.0,1,99.0,99.37889849686867,0.37889849686867194,middle,31-100,0.0,False,False
1,94.0,1,98.0,82.44925791145761,-15.550742088542393,middle,31-100,0.0,False,False
1,95.0,1,97.0,92.18949662230546,-4.810503377694545,middle,31-100,0.0,False,False
1,96.0,1,96.0,95.74060456181078,-0.25939543818921607,middle,31-100,0.0,False,False
1,97.0,1,95.0,93.4933898341458,-1.5066101658541982,middle,31-100,0.0,False,False
1,98.0,1,94.0,95.34761304899831,1.347613048998312,middle,31-100,0.0,False,False
1,99.0,1,93.0,99.6048179311088,6.604817931108798,middle,31-100,0.0,False,False
1,100.0,1,92.0,93.9325529654966,1.9325529654965976,middle,31-100,0.0,False,False
1,101.0,1,91.0,84.88251534892278,-6.11748465107722,middle,31-100,0.0,False,False
1,102.0,1,90.0,72.61541555923539,-17.384584440764613,middle,31-100,0.0,False,False
1,103.0,1,89.0,69.04657558118679,-19.953424418813213,middle,31-100,0.0,False,False
1,104.0,1,88.0,75.6310471008579,-12.368952899142101,middle,31-100,0.0,False,False
1,105.0,1,87.0,74.70936634880708,-12.29063365119292,middle,31-100,0.0,False,False
1,106.0,1,86.0,81.18453072847876,-4.815469271521238,middle,31-100,0.0,False,False
1,107.0,1,85.0,84.83084567657502,-0.16915432342497638,middle,31-100,0.0,False,False
1,108.0,1,84.0,86.18792104803288,2.1879210480328766,middle,31-100,0.0,False,False
1,109.0,1,83.0,91.39745854058346,8.397458540583457,middle,31-100,0.0,False,False
1,110.0,1,82.0,81.24170863107845,-0.7582913689215474,middle,31-100,0.0,False,False
1,111.0,1,81.0,72.17258560021007,-8.82741439978993,middle,31-100,0.0,False,False
1,112.0,1,80.0,75.16259098094086,-4.8374090190591374,middle,31-100,0.0,False,False
1,113.0,1,79.0,79.9967181656569,0.9967181656569011,middle,31-100,0.0,False,False
1,114.0,1,78.0,85.41476581621585,7.414765816215848,middle,31-100,0.0,False,False
1,115.0,1,77.0,87.53566600441367,10.53566600441367,middle,31-100,0.0,False,False
1,116.0,1,76.0,94.40960538628632,18.409605386286316,middle,31-100,0.0,False,True
1,117.0,1,75.0,79.07554178582215,4.075541785822153,middle,31-100,0.0,False,False
1,118.0,1,74.0,84.99270512140887,10.992705121408875,middle,31-100,0.0,False,False
1,119.0,1,73.0,84.95250612064261,11.95250612064261,middle,31-100,0.0,False,False
1,120.0,1,72.0,82.74653199781498,10.746531997814984,middle,31-100,0.0,False,False
1,121.0,1,71.0,79.49796659248018,8.497966592480182,middle,31-100,0.0,False,False
1,122.0,1,70.0,74.63696523457763,4.63696523457763,middle,31-100,0.0,False,False
1,123.0,1,69.0,66.10779148174386,-2.8922085182561403,middle,31-100,0.0,False,False
1,124.0,1,68.0,63.97303111226721,-4.026968887732792,middle,31-100,0.0,False,False
1,125.0,1,67.0,61.687125983252244,-5.312874016747756,middle,31-100,0.0,False,False
1,126.0,1,66.0,55.27912239398787,-10.720877606012131,middle,31-100,0.0,False,False
1,127.0,1,65.0,57.76237741464848,-7.237622585351517,middle,31-100,0.0,False,False
1,128.0,1,64.0,57.632399111366674,-6.367600888633326,middle,31-100,0.0,False,False
1,129.0,1,63.0,49.74246975804413,-13.25753024195587,late,31-100,0.0,False,False
1,130.0,1,62.0,56.685107930289114,-5.314892069710886,late,31-100,0.0,False,False
1,131.0,1,61.0,57.74033029651968,-3.25966970348032,late,31-100,0.0,False,False
1,132.0,1,60.0,53.74372212508427,-6.256277874915732,late,31-100,0.0,False,False
1,133.0,1,59.0,49.212444376929334,-9.787555623070666,late,31-100,0.0,False,False
1,134.0,1,58.0,50.754697190929384,-7.2453028090706155,late,31-100,0.0,False,False
1,135.0,1,57.0,52.10567878407008,-4.894321215929921,late,31-100,0.0,False,False
1,136.0,1,56.0,57.39190372335538,1.3919037233553766,late,31-100,0.0,False,False
1,137.0,1,55.0,55.36139155742705,0.36139155742704787,late,31-100,0.0,False,False
1,138.0,1,54.0,56.70266762333281,2.7026676233328075,late,31-100,0.0,False,False
1,139.0,1,53.0,54.3528610447498,1.352861044749801,late,31-100,0.0,False,False
1,140.0,1,52.0,56.642072106359535,4.642072106359535,late,31-100,0.0,False,False
1,141.0,1,51.0,50.66965109767045,-0.33034890232954695,late,31-100,0.0,False,False
1,142.0,1,50.0,49.62780940722109,-0.37219059277890665,late,31-100,0.0,False,False
1,143.0,1,49.0,52.79588673992026,3.795886739920263,late,31-100,0.0,False,False
1,144.0,1,48.0,53.22210181878129,5.22210181878129,late,31-100,0.0,False,False
1,145.0,1,47.0,49.39171360817087,2.3917136081708676,late,31-100,0.0,False,False
1,146.0,1,46.0,49.76507791574084,3.7650779157408394,late,31-100,0.0,False,False
1,147.0,1,45.0,47.79988400560365,2.7998840056036514,late,31-100,0.0,False,False
1,148.0,1,44.0,51.368379406110975,7.368379406110975,late,31-100,0.0,False,False
1,149.0,1,43.0,50.649732092609625,7.649732092609625,late,31-100,0.0,False,False
1,150.0,1,42.0,48.94309536225303,6.9430953622530325,late,31-100,0.0,False,False
1,151.0,1,41.0,47.74993255427712,6.749932554277123,late,31-100,0.0,False,False
1,152.0,1,40.0,45.53805707168294,5.5380570716829425,late,31-100,0.0,False,False
1,153.0,1,39.0,42.073444794050715,3.0734447940507152,late,31-100,0.0,False,False
1,154.0,1,38.0,37.23338232615139,-0.7666176738486072,late,31-100,0.0,False,True
1,155.0,1,37.0,35.76722878900878,-1.232771210991217,late,31-100,0.0,False,False
1,156.0,1,36.0,33.347731144745225,-2.652268855254775,late,31-100,0.0,False,False
1,157.0,1,35.0,34.30753406224413,-0.6924659377558697,late,31-100,0.0,False,False
1,158.0,1,34.0,33.59884809858729,-0.4011519014127103,late,31-100,0.0,False,False
1,159.0,1,33.0,36.24650880294751,3.2465088029475098,late,31-100,0.0,False,False
1,160.0,1,32.0,35.11350418967676,3.1135041896767603,late,31-100,0.0,False,False
1,161.0,1,31.0,36.75226207494172,5.752262074941719,late,31-100,0.0,False,False
1,162.0,1,30.0,31.638943202685375,1.6389432026853754,late,0-30,0.0,False,False
1,163.0,1,29.0,24.375796987767153,-4.624203012232847,late,0-30,0.0,False,False
1,164.0,1,28.0,26.485549131997242,-1.5144508680027577,late,0-30,0.0,False,False
1,165.0,1,27.0,21.943339976331618,-5.056660023668382,late,0-30,0.0,False,False
1,166.0,1,26.0,20.452568722526458,-5.547431277473542,late,0-30,0.0,False,False
1,167.0,1,25.0,21.561779227195824,-3.4382207728041756,late,0-30,0.0,False,False
1,168.0,1,24.0,24.50613812115029,0.5061381211502898,late,0-30,0.0,False,False
1,169.0,1,23.0,22.616214064749226,-0.3837859352507742,late,0-30,0.0,False,False
1,170.0,1,22.0,17.71014785365231,-4.289852146347691,late,0-30,0.0,False,False
1,171.0,1,21.0,16.011434557273365,-4.988565442726635,late,0-30,0.0,False,False
1,172.0,1,20.0,18.08609577273836,-1.9139042272616393,late,0-30,0.0,False,False
1,173.0,1,19.0,14.857726800944278,-4.142273199055722,late,0-30,0.0,False,False
1,174.0,1,18.0,17.47670891714546,-0.5232910828545414,late,0-30,0.0,False,False
1,175.0,1,17.0,15.798244976004057,-1.2017550239959434,late,0-30,0.0,False,False
1,176.0,1,16.0,15.59056956308905,-0.4094304369109505,late,0-30,0.0,False,False
1,177.0,1,15.0,13.094103823417491,-1.9058961765825089,late,0-30,0.0,False,False
1,178.0,1,14.0,14.013061280644264,0.013061280644263817,late,0-30,0.0,False,False
1,179.0,1,13.0,12.737978979028634,-0.2620210209713658,late,0-30,0.0,False,False
1,180.0,1,12.0,13.257183015350046,1.257183015350046,late,0-30,0.0,False,False
1,181.0,1,11.0,10.209395299991959,-0.790604700008041,late,0-30,0.0,False,False
1,182.0,1,10.0,9.591527012273316,-0.40847298772668417,late,0-30,0.0,False,False
1,183.0,1,9.0,9.677600635190121,0.6776006351901209,late,0-30,0.0,False,False
1,184.0,1,8.0,7.998691269655338,-0.0013087303446619458,late,0-30,0.0,False,False
1,185.0,1,7.0,7.801903658848876,0.8019036588488762,late,0-30,0.0,False,False
1,186.0,1,6.0,6.381982079369282,0.38198207936928164,late,0-30,0.0,False,False
1,187.0,1,5.0,4.6729060112811975,-0.32709398871880246,late,0-30,0.0,False,False
1,188.0,1,4.0,3.5264902441906796,-0.4735097558093204,late,0-30,0.0,False,False
1,189.0,1,3.0,3.719036541430227,0.7190365414302269,late,0-30,0.0,False,False
1,190.0,1,2.0,2.309313720455188,0.3093137204551879,late,0-30,0.0,False,False
1,191.0,1,1.0,1.5061837862999552,0.5061837862999552,late,0-30,0.0,False,False
1,192.0,1,0.0,1.4036130913298865,1.4036130913298865,late,0-30,0.0,False,True
100,1.0,3,199.0,158.52520617904585,-40.47479382095415,early,>100,24.0,False,False
100,2.0,3,198.0,160.0331465201431,-37.966853479856894,early,>100,23.0,False,False
100,3.0,3,197.0,159.73417426419485,-37.26582573580515,early,>100,22.0,False,False
100,4.0,3,196.0,156.4948155131986,-39.5051844868014,early,>100,21.0,False,False
100,5.0,3,195.0,157.43661575606077,-37.563384243939225,early,>100,20.0,False,False
100,6.0,3,194.0,155.6349100706169,-38.36508992938309,early,>100,19.0,False,False
100,7.0,3,193.0,156.73230741879556,-36.26769258120444,early,>100,18.0,False,False
100,8.0,3,192.0,156.0977153346927,-35.90228466530729,early,>100,17.0,False,False
100,9.0,3,191.0,154.9217547415344,-36.078245258465614,early,>100,16.0,False,False
100,10.0,3,190.0,155.21604608502957,-34.783953914970425,early,>100,15.0,False,False
100,11.0,3,189.0,155.20671929459127,-33.79328070540873,early,>100,14.0,False,False
100,12.0,3,188.0,155.70717213667365,-32.29282786332635,early,>100,13.0,False,False
100,13.0,3,187.0,153.57437270472747,-33.425627295272534,early,>100,12.0,False,False
100,14.0,3,186.0,158.11496307310816,-27.885036926891843,early,>100,11.0,False,False
100,15.0,3,185.0,152.29725571509493,-32.702744284905066,early,>100,10.0,False,False
100,16.0,3,184.0,164.88229124894045,-19.117708751059553,early,>100,9.0,False,False
100,17.0,3,183.0,164.9763186234936,-18.023681376506403,early,>100,8.0,False,False
100,18.0,3,182.0,160.4364655881992,-21.563534411800788,early,>100,7.0,False,False
100,19.0,3,181.0,160.4244403197371,-20.5755596802629,early,>100,6.0,False,False
100,20.0,3,180.0,161.13268444092395,-18.867315559076047,early,>100,5.0,False,False
100,21.0,3,179.0,159.7124141389856,-19.287585861014406,early,>100,4.0,False,False
100,22.0,3,178.0,159.65966267368788,-18.340337326312124,early,>100,3.0,False,False
100,23.0,3,177.0,158.88961353678388,-18.110386463216116,early,>100,2.0,False,False
100,24.0,3,176.0,163.6058082993445,-12.394191700655512,early,>100,1.0,False,False
100,25.0,3,175.0,165.42063118978322,-9.579368810216778,early,>100,0.0,False,False
100,26.0,3,174.0,165.25875083639653,-8.74124916360347,early,>100,0.0,False,False
100,27.0,3,173.0,166.03352591399488,-6.966474086005121,early,>100,0.0,False,False
100,28.0,3,172.0,163.99323067931797,-8.006769320682025,early,>100,0.0,False,False
100,29.0,3,171.0,164.0606510339833,-6.939348966016695,early,>100,0.0,False,False
100,30.0,3,170.0,165.44362913543526,-4.556370864564741,early,>100,0.0,False,False
100,31.0,3,169.0,160.5133050283679,-8.48669497163209,early,>100,0.0,False,False
100,32.0,3,168.0,163.84024343294269,-4.159756567057315,early,>100,0.0,False,False
100,33.0,3,167.0,160.89022462573968,-6.109775374260323,early,>100,0.0,False,False
100,34.0,3,166.0,161.02330541006683,-4.9766945899331745,early,>100,0.0,False,False
100,35.0,3,165.0,160.3961039195337,-4.603896080466313,early,>100,0.0,False,False
100,36.0,3,164.0,157.13526798640348,-6.864732013596523,early,>100,0.0,False,False
100,37.0,3,163.0,161.09432616988158,-1.9056738301184168,early,>100,0.0,False,False
100,38.0,3,162.0,159.15555866647284,-2.8444413335271577,early,>100,0.0,False,False
100,39.0,3,161.0,153.0214358785145,-7.978564121485505,early,>100,0.0,False,False
100,40.0,3,160.0,155.6407772148081,-4.359222785191889,early,>100,0.0,False,True
100,41.0,3,159.0,151.10236401043295,-7.89763598956705,early,>100,0.0,False,False
100,42.0,3,158.0,150.3090994752818,-7.690900524718188,early,>100,0.0,False,False
100,43.0,3,157.0,150.67513427825122,-6.324865721748779,early,>100,0.0,False,False
100,44.0,3,156.0,156.3900365392741,0.3900365392740923,early,>100,0.0,False,False
100,45.0,3,155.0,158.38386982750046,3.3838698275004617,early,>100,0.0,False,False
100,46.0,3,154.0,153.62277576229698,-0.37722423770301816,early,>100,0.0,False,False
100,47.0,3,153.0,155.98293561332505,2.982935613325054,early,>100,0.0,False,False
100,48.0,3,152.0,152.20553747624984,0.20553747624984453,early,>100,0.0,False,False
100,49.0,3,151.0,156.90341814819354,5.903418148193538,early,>100,0.0,False,False
100,50.0,3,150.0,157.24781968188287,7.2478196818828735,early,>100,0.0,False,False
100,51.0,3,149.0,143.8234453702578,-5.176554629742213,early,>100,0.0,False,False
100,52.0,3,148.0,146.70740565350124,-1.2925943464987597,early,>100,0.0,False,False
100,53.0,3,147.0,143.9785593910319,-3.0214406089681063,early,>100,0.0,False,False
100,54.0,3,146.0,149.02046229126145,3.0204622912614525,early,>100,0.0,False,False
100,55.0,3,145.0,147.86403347479137,2.86403347479137,early,>100,0.0,False,False
100,56.0,3,144.0,149.54714313555337,5.54714313555337,early,>100,0.0,False,False
100,57.0,3,143.0,147.29310592422533,4.29310592422533,early,>100,0.0,False,False
100,58.0,3,142.0,141.23334927911117,-0.7666507208888333,early,>100,0.0,False,False
100,59.0,3,141.0,141.75490265922812,0.7549026592281223,early,>100,0.0,False,False
100,60.0,3,140.0,140.78179495238186,0.7817949523818584,early,>100,0.0,False,False
100,61.0,3,139.0,132.54461655018227,-6.455383449817731,early,>100,0.0,False,False
100,62.0,3,138.0,131.81098647187545,-6.189013528124548,early,>100,0.0,False,False
100,63.0,3,137.0,129.61691734538206,-7.383082654617937,early,>100,0.0,False,False
100,64.0,3,136.0,128.46055721069112,-7.539442789308879,early,>100,0.0,False,False
100,65.0,3,135.0,138.52172689858148,3.521726898581477,early,>100,0.0,False,False
100,66.0,3,134.0,137.16006514058756,3.1600651405875624,early,>100,0.0,False,False
100,67.0,3,133.0,132.89150961069197,-0.1084903893080309,middle,>100,0.0,False,False
100,68.0,3,132.0,134.7089356556052,2.7089356556051882,middle,>100,0.0,False,False
100,69.0,3,131.0,133.2258002355919,2.2258002355918904,middle,>100,0.0,False,False
100,70.0,3,130.0,134.8559228234616,4.855922823461611,middle,>100,0.0,False,False
100,71.0,3,129.0,136.0375418681457,7.037541868145695,middle,>100,0.0,False,False
100,72.0,3,128.0,138.97817454742585,10.978174547425851,middle,>100,0.0,False,False
100,73.0,3,127.0,137.480331794803,10.480331794802993,middle,>100,0.0,False,False
100,74.0,3,126.0,139.36980507042688,13.369805070426878,middle,>100,0.0,False,False
100,75.0,3,125.0,138.75634515495156,13.75634515495156,middle,>100,0.0,False,False
100,76.0,3,124.0,137.68956130463576,13.68956130463576,middle,>100,0.0,False,False
100,77.0,3,123.0,138.06157630337776,15.061576303377763,middle,>100,0.0,False,False
100,78.0,3,122.0,148.08769585077948,26.087695850779482,middle,>100,0.0,False,False
100,79.0,3,121.0,145.87669463723435,24.87669463723435,middle,>100,0.0,False,False
100,80.0,3,120.0,134.18000263005405,14.180002630054048,middle,>100,0.0,False,True
100,81.0,3,119.0,139.86234634806468,20.862346348064676,middle,>100,0.0,False,False
100,82.0,3,118.0,126.90334625862414,8.90334625862414,middle,>100,0.0,False,False
100,83.0,3,117.0,111.00782433747325,-5.992175662526748,middle,>100,0.0,False,False
100,84.0,3,116.0,119.48626743523458,3.4862674352345806,middle,>100,0.0,False,False
100,85.0,3,115.0,123.08677039987472,8.086770399874723,middle,>100,0.0,False,False
100,86.0,3,114.0,116.86253458777497,2.8625345877749737,middle,>100,0.0,False,False
100,87.0,3,113.0,114.92176176395903,1.9217617639590259,middle,>100,0.0,False,False
100,88.0,3,112.0,108.35867316583385,-3.6413268341661507,middle,>100,0.0,False,False
100,89.0,3,111.0,109.12788577727439,-1.8721142227256138,middle,>100,0.0,False,False
100,90.0,3,110.0,111.42143321286494,1.4214332128649403,middle,>100,0.0,False,False
100,91.0,3,109.0,108.28799736239866,-0.7120026376013442,middle,>100,0.0,False,False
100,92.0,3,108.0,108.61038487191084,0.6103848719108385,middle,>100,0.0,False,False
100,93.0,3,107.0,115.86246467496643,8.862464674966432,middle,>100,0.0,False,False
100,94.0,3,106.0,112.06898458343743,6.068984583437427,middle,>100,0.0,False,False
100,95.0,3,105.0,111.4544411578152,6.454441157815197,middle,>100,0.0,False,False
100,96.0,3,104.0,104.84633168817597,0.8463316881759653,middle,>100,0.0,False,False
100,97.0,3,103.0,108.4247301244718,5.424730124471793,middle,>100,0.0,False,False
100,98.0,3,102.0,104.85433565337374,2.854335653373738,middle,>100,0.0,False,False
100,99.0,3,101.0,99.02209913421727,-1.977900865782729,middle,>100,0.0,False,False
100,100.0,3,100.0,91.13886068803372,-8.861139311966284,middle,31-100,0.0,False,False
100,101.0,3,99.0,97.3245962720049,-1.6754037279951035,middle,31-100,0.0,False,False
100,102.0,3,98.0,84.846165790277,-13.153834209723001,middle,31-100,0.0,False,False
100,103.0,3,97.0,82.02423131879279,-14.975768681207214,middle,31-100,0.0,False,False
100,104.0,3,96.0,88.20832705088098,-7.791672949119018,middle,31-100,0.0,False,False
100,105.0,3,95.0,90.5682206672942,-4.431779332705801,middle,31-100,0.0,False,False
100,106.0,3,94.0,94.51839165953393,0.5183916595339326,middle,31-100,0.0,False,False
100,107.0,3,93.0,95.31550407835033,2.3155040783503296,middle,31-100,0.0,False,False
100,108.0,3,92.0,94.86576411582872,2.865764115828725,middle,31-100,0.0,False,False
100,109.0,3,91.0,102.77771103987652,11.777711039876522,middle,31-100,0.0,False,False
100,110.0,3,90.0,101.59330510055142,11.593305100551419,middle,31-100,0.0,False,False
100,111.0,3,89.0,98.98854553069074,9.988545530690743,middle,31-100,0.0,False,False
100,112.0,3,88.0,115.38694787249341,27.38694787249341,middle,31-100,0.0,False,False
100,113.0,3,87.0,114.84121143705735,27.841211437057353,middle,31-100,0.0,False,False
100,114.0,3,86.0,114.65250413770958,28.652504137709585,middle,31-100,0.0,False,False
100,115.0,3,85.0,120.37710324359178,35.377103243591776,middle,31-100,0.0,False,False
100,116.0,3,84.0,116.27333325753386,32.273333257533864,middle,31-100,0.0,False,False
100,117.0,3,83.0,113.55132813431432,30.551328134314318,middle,31-100,0.0,False,False
100,118.0,3,82.0,115.90543234031145,33.90543234031145,middle,31-100,0.0,False,False
100,119.0,3,81.0,104.90286851381082,23.902868513810816,middle,31-100,0.0,False,False
100,120.0,3,80.0,100.19828001613313,20.198280016133126,middle,31-100,0.0,False,True
100,121.0,3,79.0,84.11981693815946,5.11981693815946,middle,31-100,0.0,False,False
100,122.0,3,78.0,88.50461020158836,10.504610201588363,middle,31-100,0.0,False,False
100,123.0,3,77.0,87.48714481710167,10.487144817101665,middle,31-100,0.0,False,False
100,124.0,3,76.0,77.64946883234845,1.6494688323484468,middle,31-100,0.0,False,False
100,125.0,3,75.0,73.40416874496886,-1.5958312550311433,middle,31-100,0.0,False,False
100,126.0,3,74.0,76.12417311808346,2.124173118083462,middle,31-100,0.0,False,False
100,127.0,3,73.0,74.77286159523234,1.7728615952323423,middle,31-100,0.0,False,False
100,128.0,3,72.0,74.8155535410416,2.815553541041595,middle,31-100,0.0,False,False
100,129.0,3,71.0,74.97348832885972,3.973488328859716,middle,31-100,0.0,False,False
100,130.0,3,70.0,71.46216630333984,1.462166303339842,middle,31-100,0.0,False,False
100,131.0,3,69.0,70.22786887292433,1.2278688729243328,middle,31-100,0.0,False,False
100,132.0,3,68.0,64.11949774293062,-3.880502257069381,middle,31-100,0.0,False,False
100,133.0,3,67.0,64.34872696616355,-2.6512730338364463,middle,31-100,0.0,False,False
100,134.0,3,66.0,64.42290647020968,-1.577093529790318,late,31-100,0.0,False,False
