unit,cycle,fold,actual,predicted,error,phase,rul_band,cap_error_floor,lifetime_above_training_max,ambient_temperature,uid,fixed_checkpoint
B0006,45.0,1,64.0,58.63466666666668,-5.365333333333318,middle,31-100,0.0,True,24.0,4644,True
B0006,46.0,1,63.0,54.03133333333334,-8.968666666666657,middle,31-100,0.0,True,24.0,4648,True
B0006,47.0,1,62.0,51.86466666666668,-10.135333333333321,middle,31-100,0.0,True,24.0,4652,True
B0006,48.0,1,61.0,57.81733333333334,-3.1826666666666625,middle,31-100,0.0,True,24.0,4654,True
B0006,49.0,1,60.0,58.94866666666668,-1.051333333333318,middle,31-100,0.0,True,24.0,4658,True
B0006,50.0,1,59.0,58.94466666666666,-0.05533333333333701,middle,31-100,0.0,True,24.0,4662,True
B0006,51.0,1,58.0,54.86599999999999,-3.1340000000000074,middle,31-100,0.0,True,24.0,4666,True
B0006,52.0,1,57.0,53.794000000000004,-3.205999999999996,middle,31-100,0.0,True,24.0,4670,True
B0006,53.0,1,56.0,51.34066666666667,-4.659333333333329,middle,31-100,0.0,True,24.0,4674,True
B0006,54.0,1,55.0,46.30066666666667,-8.699333333333328,middle,31-100,0.0,True,24.0,4678,True
B0006,55.0,1,54.0,43.76400000000001,-10.23599999999999,middle,31-100,0.0,True,24.0,4682,True
B0006,56.0,1,53.0,42.20199999999999,-10.798000000000009,middle,31-100,0.0,True,24.0,4686,True
B0006,57.0,1,52.0,40.94933333333333,-11.050666666666672,middle,31-100,0.0,True,24.0,4690,True
B0006,58.0,1,51.0,40.124666666666656,-10.875333333333344,middle,31-100,0.0,True,24.0,4694,True
B0006,59.0,1,50.0,38.52233333333332,-11.477666666666678,middle,31-100,0.0,True,24.0,4698,True
B0006,60.0,1,49.0,37.04833333333332,-11.951666666666682,middle,31-100,0.0,True,24.0,4702,True
B0006,61.0,1,48.0,35.524333333333324,-12.475666666666676,middle,31-100,0.0,True,24.0,4706,True
B0006,62.0,1,47.0,34.637666666666654,-12.362333333333346,middle,31-100,0.0,True,24.0,4710,True
B0006,63.0,1,46.0,33.07699999999999,-12.923000000000009,middle,31-100,0.0,True,24.0,4714,True
B0006,64.0,1,45.0,30.837666666666664,-14.162333333333336,middle,31-100,0.0,True,24.0,4718,True
B0006,65.0,1,44.0,29.835666666666665,-14.164333333333335,middle,31-100,0.0,True,24.0,4720,True
B0006,66.0,1,43.0,27.45433333333333,-15.54566666666667,middle,31-100,0.0,True,24.0,4724,True
B0006,67.0,1,42.0,25.763,-16.237,middle,31-100,0.0,True,24.0,4728,True
B0006,68.0,1,41.0,24.98966666666667,-16.01033333333333,middle,31-100,0.0,True,24.0,4732,True
B0006,69.0,1,40.0,24.539000000000005,-15.460999999999995,middle,31-100,0.0,True,24.0,4736,True
B0006,70.0,1,39.0,23.62966666666667,-15.370333333333331,middle,31-100,0.0,True,24.0,4740,True
B0006,71.0,1,38.0,22.42966666666667,-15.57033333333333,middle,31-100,0.0,True,24.0,4744,True
B0006,72.0,1,37.0,21.723666666666666,-15.276333333333334,middle,31-100,0.0,True,24.0,4748,True
B0006,73.0,1,36.0,20.887666666666668,-15.112333333333332,late,31-100,0.0,True,24.0,4752,True
B0006,74.0,1,35.0,20.381,-14.619,late,31-100,0.0,True,24.0,4756,True
B0006,75.0,1,34.0,19.113333333333337,-14.886666666666663,late,31-100,0.0,True,24.0,4760,True
B0006,76.0,1,33.0,18.24266666666667,-14.757333333333332,late,31-100,0.0,True,24.0,4764,True
B0006,77.0,1,32.0,17.46933333333334,-14.530666666666662,late,31-100,0.0,True,24.0,4768,True
B0006,78.0,1,31.0,17.370666666666672,-13.629333333333328,late,31-100,0.0,True,24.0,4770,True
B0006,79.0,1,30.0,16.828666666666667,-13.171333333333333,late,0-30,0.0,True,24.0,4774,True
B0006,80.0,1,29.0,15.99466666666667,-13.00533333333333,late,0-30,0.0,True,24.0,4778,True
B0006,81.0,1,28.0,15.84066666666667,-12.15933333333333,late,0-30,0.0,True,24.0,4782,True
B0006,82.0,1,27.0,15.339333333333336,-11.660666666666664,late,0-30,0.0,True,24.0,4786,True
B0006,83.0,1,26.0,14.720000000000004,-11.279999999999996,late,0-30,0.0,True,24.0,4790,True
B0006,84.0,1,25.0,14.249333333333334,-10.750666666666666,late,0-30,0.0,True,24.0,4794,True
B0006,85.0,1,24.0,14.283333333333335,-9.716666666666665,late,0-30,0.0,True,24.0,4798,True
B0006,86.0,1,23.0,14.074666666666666,-8.925333333333334,late,0-30,0.0,True,24.0,4802,True
B0006,87.0,1,22.0,13.764666666666667,-8.235333333333333,late,0-30,0.0,True,24.0,4806,True
B0006,88.0,1,21.0,13.48066666666667,-7.51933333333333,late,0-30,0.0,True,24.0,4810,True
B0006,89.0,1,20.0,12.88666666666667,-7.11333333333333,late,0-30,0.0,True,24.0,4814,True
B0006,90.0,1,19.0,17.776000000000007,-1.223999999999993,late,0-30,0.0,True,24.0,4817,True
B0006,91.0,1,18.0,15.929333333333336,-2.070666666666664,late,0-30,0.0,True,24.0,4820,True
B0006,92.0,1,17.0,15.671333333333335,-1.328666666666665,late,0-30,0.0,True,24.0,4824,True
B0006,93.0,1,16.0,15.408000000000005,-0.5919999999999952,late,0-30,0.0,True,24.0,4828,True
B0006,94.0,1,15.0,14.972666666666672,-0.02733333333332766,late,0-30,0.0,True,24.0,4832,True
B0006,95.0,1,14.0,14.103333333333335,0.10333333333333528,late,0-30,0.0,True,24.0,4836,True
B0006,96.0,1,13.0,13.775333333333336,0.7753333333333359,late,0-30,0.0,True,24.0,4840,True
B0006,97.0,1,12.0,13.341333333333335,1.3413333333333348,late,0-30,0.0,True,24.0,4844,True
B0006,98.0,1,11.0,13.187333333333335,2.187333333333335,late,0-30,0.0,True,24.0,4848,True
B0006,99.0,1,10.0,12.855333333333338,2.8553333333333377,late,0-30,0.0,True,24.0,4852,True
B0006,100.0,1,9.0,12.573333333333338,3.5733333333333377,late,0-30,0.0,True,24.0,4856,True
B0006,101.0,1,8.0,12.517333333333337,4.517333333333337,late,0-30,0.0,True,24.0,4860,True
B0006,102.0,1,7.0,12.110000000000001,5.110000000000001,late,0-30,0.0,True,24.0,4864,True
B0006,103.0,1,6.0,11.968000000000004,5.9680000000000035,late,0-30,0.0,True,24.0,4868,True
B0006,104.0,1,5.0,13.545333333333334,8.545333333333334,late,0-30,0.0,True,24.0,4871,True
B0006,105.0,1,4.0,11.162000000000003,7.162000000000003,late,0-30,0.0,True,24.0,4875,True
B0006,106.0,1,3.0,10.287333333333336,7.287333333333336,late,0-30,0.0,True,24.0,4879,True
B0006,107.0,1,2.0,9.339333333333334,7.339333333333334,late,0-30,0.0,True,24.0,4883,True
B0006,108.0,1,1.0,8.856666666666667,7.856666666666667,late,0-30,0.0,True,24.0,4887,True
B0006,109.0,1,0.0,8.316,8.316,late,0-30,0.0,True,24.0,4891,True
B0018,1.0,2,96.0,67.92399999999999,-28.076000000000008,early,31-100,0.0,False,24.0,6355,True
B0018,2.0,2,95.0,69.34999999999998,-25.65000000000002,early,31-100,0.0,False,24.0,6359,True
B0018,3.0,2,94.0,68.672,-25.328000000000003,early,31-100,0.0,False,24.0,6363,True
B0018,4.0,2,93.0,68.601,-24.399,early,31-100,0.0,False,24.0,6367,True
B0018,5.0,2,92.0,70.07399999999998,-21.926000000000016,early,31-100,0.0,False,24.0,6370,True
B0018,6.0,2,91.0,70.60866666666665,-20.39133333333335,early,31-100,0.0,False,24.0,6372,True
B0018,7.0,2,90.0,70.81733333333332,-19.182666666666677,early,31-100,0.0,False,24.0,6374,True
B0018,8.0,2,89.0,69.84533333333333,-19.15466666666667,early,31-100,0.0,False,24.0,6376,True
B0018,9.0,2,88.0,69.30266666666665,-18.697333333333347,early,31-100,0.0,False,24.0,6379,True
B0018,10.0,2,87.0,70.46999999999998,-16.530000000000015,early,31-100,0.0,False,24.0,6382,True
B0018,11.0,2,86.0,70.06599999999997,-15.934000000000026,early,31-100,0.0,False,24.0,6384,True
B0018,12.0,2,85.0,68.80666666666666,-16.193333333333342,early,31-100,0.0,False,24.0,6386,True
B0018,13.0,2,84.0,67.96866666666666,-16.031333333333336,early,31-100,0.0,False,24.0,6388,True
B0018,14.0,2,83.0,67.65866666666666,-15.341333333333338,early,31-100,0.0,False,24.0,6391,True
B0018,15.0,2,82.0,67.914,-14.085999999999999,early,31-100,0.0,False,24.0,6394,True
B0018,16.0,2,81.0,67.59666666666666,-13.403333333333336,early,31-100,0.0,False,24.0,6396,True
B0018,17.0,2,80.0,67.38466666666666,-12.61533333333334,early,31-100,0.0,False,24.0,6398,True
B0018,18.0,2,79.0,65.65,-13.349999999999994,early,31-100,0.0,False,24.0,6400,True
B0018,19.0,2,78.0,64.93266666666666,-13.067333333333337,early,31-100,0.0,False,24.0,6403,True
B0018,20.0,2,77.0,62.36733333333332,-14.63266666666668,early,31-100,0.0,False,24.0,6406,True
B0018,21.0,2,76.0,59.724666666666664,-16.275333333333336,early,31-100,0.0,False,24.0,6408,True
B0018,22.0,2,75.0,58.871333333333325,-16.128666666666675,early,31-100,0.0,False,24.0,6410,True
B0018,23.0,2,74.0,57.17666666666666,-16.823333333333338,early,31-100,0.0,False,24.0,6412,True
B0018,24.0,2,73.0,55.82800000000001,-17.17199999999999,early,31-100,0.0,False,24.0,6415,True
B0018,25.0,2,72.0,55.93,-16.07,early,31-100,0.0,False,24.0,6418,True
B0018,26.0,2,71.0,55.63866666666668,-15.36133333333332,early,31-100,0.0,False,24.0,6420,True
B0018,27.0,2,70.0,55.39533333333334,-14.60466666666666,early,31-100,0.0,False,24.0,6422,True
B0018,28.0,2,69.0,55.32333333333334,-13.676666666666662,early,31-100,0.0,False,24.0,6424,True
B0018,29.0,2,68.0,55.084666666666664,-12.915333333333336,early,31-100,0.0,False,24.0,6427,True
B0018,30.0,2,67.0,52.445000000000014,-14.554999999999986,early,31-100,0.0,False,24.0,6430,True
B0018,31.0,2,66.0,50.99733333333335,-15.002666666666649,early,31-100,0.0,False,24.0,6432,True
B0018,32.0,2,65.0,49.919333333333356,-15.080666666666644,early,31-100,0.0,False,24.0,6434,True
B0018,33.0,2,64.0,48.22466666666668,-15.775333333333322,middle,31-100,0.0,False,24.0,6436,True
B0018,34.0,2,63.0,47.42000000000001,-15.579999999999991,middle,31-100,0.0,False,24.0,6439,True
B0018,35.0,2,62.0,45.588666666666676,-16.411333333333324,middle,31-100,0.0,False,24.0,6442,True
B0018,36.0,2,61.0,44.16666666666668,-16.83333333333332,middle,31-100,0.0,False,24.0,6444,True
B0018,37.0,2,60.0,43.335333333333345,-16.664666666666655,middle,31-100,0.0,False,24.0,6446,True
B0018,38.0,2,59.0,42.429333333333346,-16.570666666666654,middle,31-100,0.0,False,24.0,6448,True
B0018,39.0,2,58.0,43.13666666666666,-14.863333333333337,middle,31-100,0.0,False,24.0,6451,True
B0018,40.0,2,57.0,42.448,-14.552,middle,31-100,0.0,False,24.0,6454,True
B0018,41.0,2,56.0,41.989333333333335,-14.010666666666665,middle,31-100,0.0,False,24.0,6456,True
B0018,42.0,2,55.0,40.63466666666666,-14.36533333333334,middle,31-100,0.0,False,24.0,6458,True
B0018,43.0,2,54.0,39.633333333333326,-14.366666666666674,middle,31-100,0.0,False,24.0,6460,True
B0018,44.0,2,53.0,38.6614,-14.3386,middle,31-100,0.0,False,24.0,6463,True
B0018,45.0,2,52.0,36.63206666666667,-15.367933333333333,middle,31-100,0.0,False,24.0,6466,True
B0018,46.0,2,51.0,41.885,-9.115000000000002,middle,31-100,0.0,False,24.0,6469,True
B0018,47.0,2,50.0,43.46633333333333,-6.533666666666669,middle,31-100,0.0,False,24.0,6471,True
B0018,48.0,2,49.0,42.68966666666667,-6.3103333333333325,middle,31-100,0.0,False,24.0,6473,True
B0018,49.0,2,48.0,41.54033333333333,-6.459666666666671,middle,31-100,0.0,False,24.0,6475,True
B0018,50.0,2,47.0,42.41033333333333,-4.589666666666673,middle,31-100,0.0,False,24.0,6477,True
B0018,51.0,2,46.0,41.87733333333333,-4.122666666666667,middle,31-100,0.0,False,24.0,6480,True
B0018,52.0,2,45.0,41.53066666666667,-3.4693333333333314,middle,31-100,0.0,False,24.0,6482,True
B0018,53.0,2,44.0,41.24166666666667,-2.758333333333333,middle,31-100,0.0,False,24.0,6484,True
B0018,54.0,2,43.0,40.362333333333325,-2.637666666666675,middle,31-100,0.0,False,24.0,6486,True
B0018,55.0,2,42.0,39.402066666666656,-2.5979333333333443,middle,31-100,0.0,False,24.0,6488,True
B0018,56.0,2,41.0,40.185666666666656,-0.8143333333333445,middle,31-100,0.0,False,24.0,6493,True
B0018,57.0,2,40.0,39.3864,-0.6135999999999981,middle,31-100,0.0,False,24.0,6495,True
B0018,58.0,2,39.0,39.78973333333333,0.7897333333333307,middle,31-100,0.0,False,24.0,6497,True
B0018,59.0,2,38.0,38.9244,0.9243999999999986,middle,31-100,0.0,False,24.0,6499,True
B0018,60.0,2,37.0,38.64706666666667,1.6470666666666673,middle,31-100,0.0,False,24.0,6502,True
B0018,61.0,2,36.0,35.60873333333332,-0.39126666666668086,middle,31-100,0.0,False,24.0,6505,True
B0018,62.0,2,35.0,34.45973333333333,-0.5402666666666676,middle,31-100,0.0,False,24.0,6507,True
B0018,63.0,2,34.0,32.75173333333333,-1.248266666666673,middle,31-100,0.0,False,24.0,6509,True
B0018,64.0,2,33.0,30.745733333333327,-2.2542666666666733,middle,31-100,0.0,False,24.0,6511,True
B0018,65.0,2,32.0,28.80106666666666,-3.19893333333334,late,31-100,0.0,False,24.0,6514,True
B0018,66.0,2,31.0,26.50639999999999,-4.493600000000011,late,31-100,0.0,False,24.0,6517,True
B0018,67.0,2,30.0,24.39239999999999,-5.607600000000009,late,0-30,0.0,False,24.0,6519,True
B0018,68.0,2,29.0,22.334399999999995,-6.665600000000005,late,0-30,0.0,False,24.0,6521,True
B0018,69.0,2,28.0,21.141333333333332,-6.858666666666668,late,0-30,0.0,False,24.0,6523,True
B0018,70.0,2,27.0,20.26866666666666,-6.731333333333339,late,0-30,0.0,False,24.0,6526,True
B0018,71.0,2,26.0,19.835333333333335,-6.164666666666665,late,0-30,0.0,False,24.0,6529,True
B0018,72.0,2,25.0,18.256666666666668,-6.743333333333332,late,0-30,0.0,False,24.0,6531,True
B0018,73.0,2,24.0,16.650000000000002,-7.349999999999998,late,0-30,0.0,False,24.0,6533,True
B0018,74.0,2,23.0,15.488666666666665,-7.511333333333335,late,0-30,0.0,False,24.0,6535,True
B0018,75.0,2,22.0,13.989333333333336,-8.010666666666664,late,0-30,0.0,False,24.0,6537,True
B0018,76.0,2,21.0,12.834,-8.166,late,0-30,0.0,False,24.0,6540,True
B0018,77.0,2,20.0,11.787999999999998,-8.212000000000002,late,0-30,0.0,False,24.0,6542,True
B0018,78.0,2,19.0,10.333999999999998,-8.666000000000002,late,0-30,0.0,False,24.0,6544,True
B0018,79.0,2,18.0,9.844,-8.156,late,0-30,0.0,False,24.0,6546,True
B0018,80.0,2,17.0,9.571333333333332,-7.428666666666668,late,0-30,0.0,False,24.0,6549,True
B0018,81.0,2,16.0,9.494333333333332,-6.505666666666668,late,0-30,0.0,False,24.0,6552,True
B0018,82.0,2,15.0,9.266999999999998,-5.733000000000002,late,0-30,0.0,False,24.0,6554,True
B0018,83.0,2,14.0,9.054333333333334,-4.945666666666666,late,0-30,0.0,False,24.0,6556,True
B0018,84.0,2,13.0,8.604333333333333,-4.395666666666667,late,0-30,0.0,False,24.0,6558,True
B0018,85.0,2,12.0,8.305,-3.6950000000000003,late,0-30,0.0,False,24.0,6561,True
B0018,86.0,2,11.0,7.531000000000001,-3.4689999999999994,late,0-30,0.0,False,24.0,6564,True
B0018,87.0,2,10.0,7.217666666666667,-2.782333333333333,late,0-30,0.0,False,24.0,6566,True
B0018,88.0,2,9.0,7.514333333333334,-1.485666666666666,late,0-30,0.0,False,24.0,6568,True
B0018,89.0,2,8.0,7.574333333333333,-0.4256666666666673,late,0-30,0.0,False,24.0,6570,True
B0018,90.0,2,7.0,7.091666666666668,0.09166666666666767,late,0-30,0.0,False,24.0,6572,True
B0018,91.0,2,6.0,6.985,0.9850000000000003,late,0-30,0.0,False,24.0,6575,True
B0018,92.0,2,5.0,6.9383333333333335,1.9383333333333335,late,0-30,0.0,False,24.0,6577,True
B0018,93.0,2,4.0,6.765666666666666,2.7656666666666663,late,0-30,0.0,False,24.0,6579,True
B0018,94.0,2,3.0,7.201666666666667,4.201666666666667,late,0-30,0.0,False,24.0,6581,True
B0018,95.0,2,2.0,7.122333333333332,5.122333333333332,late,0-30,0.0,False,24.0,6584,True
B0018,96.0,2,1.0,7.198999999999999,6.198999999999999,late,0-30,0.0,False,24.0,6587,True
B0018,97.0,2,0.0,6.863666666666667,6.863666666666667,late,0-30,0.0,False,24.0,6589,True
B0042,1.0,3,41.0,41.766666666666666,0.7666666666666657,early,31-100,0.0,False,22.0,1532,True
B0042,2.0,3,40.0,43.87666666666667,3.8766666666666723,early,31-100,0.0,False,22.0,1534,True
B0042,3.0,3,39.0,44.05066666666667,5.050666666666672,early,31-100,0.0,False,22.0,1536,True
B0042,4.0,3,38.0,43.54400000000001,5.544000000000011,early,31-100,0.0,False,22.0,1538,True
B0042,5.0,3,37.0,43.652000000000015,6.652000000000015,early,31-100,0.0,False,22.0,1540,True
B0042,7.0,3,35.0,44.58333333333334,9.583333333333343,early,31-100,0.0,False,22.0,1546,True
B0042,8.0,3,34.0,43.726,9.725999999999999,early,31-100,0.0,False,22.0,1548,True
B0042,9.0,3,33.0,44.21,11.21,early,31-100,0.0,False,22.0,1550,True
B0042,10.0,3,32.0,43.352666666666664,11.352666666666664,early,31-100,0.0,False,22.0,1552,True
B0042,11.0,3,31.0,41.657333333333334,10.657333333333334,early,31-100,0.0,False,22.0,1556,True
B0042,12.0,3,30.0,41.23599999999999,11.23599999999999,early,0-30,0.0,False,22.0,1558,True
B0042,13.0,3,29.0,39.85533333333333,10.855333333333327,early,0-30,0.0,False,22.0,1560,True
B0042,14.0,3,28.0,38.98733333333334,10.98733333333334,early,0-30,0.0,False,22.0,1562,True
B0042,15.0,3,27.0,37.55733333333333,10.557333333333332,middle,0-30,0.0,False,22.0,1564,True
B0042,16.0,3,26.0,38.208,12.207999999999998,middle,0-30,0.0,False,22.0,1568,True
B0042,17.0,3,25.0,38.30666666666667,13.306666666666672,middle,0-30,0.0,False,22.0,1570,True
B0042,18.0,3,24.0,38.84466666666667,14.844666666666669,middle,0-30,0.0,False,22.0,1572,True
B0042,19.0,3,23.0,38.216,15.216000000000001,middle,0-30,0.0,False,22.0,1574,True
B0042,20.0,3,22.0,37.55466666666667,15.55466666666667,middle,0-30,0.0,False,22.0,1576,True
B0042,21.0,3,21.0,38.61200000000001,17.61200000000001,middle,0-30,0.0,False,22.0,1580,True
B0042,22.0,3,20.0,39.10866666666667,19.10866666666667,middle,0-30,0.0,False,22.0,1584,True
B0042,23.0,3,19.0,39.66,20.659999999999997,middle,0-30,0.0,False,22.0,1586,True
B0042,24.0,3,18.0,39.32666666666667,21.326666666666668,middle,0-30,0.0,False,22.0,1588,True
B0042,25.0,3,17.0,38.65533333333333,21.65533333333333,middle,0-30,0.0,False,22.0,1590,True
B0042,26.0,3,16.0,37.96,21.96,middle,0-30,0.0,False,22.0,1592,True
B0042,27.0,3,15.0,36.49133333333334,21.491333333333337,middle,0-30,0.0,False,22.0,1596,True
B0042,28.0,3,14.0,35.99733333333334,21.997333333333337,middle,0-30,0.0,False,22.0,1598,True
B0042,29.0,3,13.0,34.952,21.951999999999998,late,0-30,0.0,False,22.0,1600,True
B0042,30.0,3,12.0,33.81533333333333,21.815333333333328,late,0-30,0.0,False,22.0,1602,True
B0042,31.0,3,11.0,32.646,21.646,late,0-30,0.0,False,22.0,1604,True
B0042,32.0,3,10.0,31.971333333333334,21.971333333333334,late,0-30,0.0,False,22.0,1608,True
B0042,33.0,3,9.0,31.554,22.554,late,0-30,0.0,False,22.0,1610,True
B0042,34.0,3,8.0,29.993333333333336,21.993333333333336,late,0-30,0.0,False,22.0,1612,True
B0042,35.0,3,7.0,28.052,21.052,late,0-30,0.0,False,22.0,1614,True
B0042,36.0,3,6.0,26.576,20.576,late,0-30,0.0,False,22.0,1616,True
B0042,37.0,3,5.0,26.355333333333334,21.355333333333334,late,0-30,0.0,False,22.0,1620,True
B0042,38.0,3,4.0,24.856666666666666,20.856666666666666,late,0-30,0.0,False,22.0,1622,True
B0042,39.0,3,3.0,24.560666666666663,21.560666666666663,late,0-30,0.0,False,22.0,1624,True
B0042,40.0,3,2.0,22.622666666666664,20.622666666666664,late,0-30,0.0,False,22.0,1626,True
B0042,41.0,3,1.0,21.024666666666665,20.024666666666665,late,0-30,0.0,False,22.0,1628,True
B0042,42.0,3,0.0,14.074000000000002,14.074000000000002,late,0-30,0.0,False,4.0,1632,True
B0043,1.0,4,41.0,40.97866666666667,-0.021333333333330984,early,31-100,0.0,False,22.0,739,True
B0043,2.0,4,40.0,41.11266666666667,1.1126666666666694,early,31-100,0.0,False,22.0,741,True
B0043,3.0,4,39.0,40.454,1.4540000000000006,early,31-100,0.0,False,22.0,743,True
B0043,4.0,4,38.0,38.85399999999999,0.8539999999999921,early,31-100,0.0,False,22.0,745,True
B0043,5.0,4,37.0,37.699666666666666,0.6996666666666655,early,31-100,0.0,False,22.0,747,True
B0043,7.0,4,35.0,36.44866666666668,1.448666666666682,early,31-100,0.0,False,22.0,753,True
B0043,8.0,4,34.0,34.716000000000015,0.7160000000000153,early,31-100,0.0,False,22.0,755,True
B0043,9.0,4,33.0,34.41866666666668,1.418666666666681,early,31-100,0.0,False,22.0,757,True
B0043,10.0,4,32.0,33.530666666666676,1.5306666666666757,early,31-100,0.0,False,22.0,759,True
B0043,11.0,4,31.0,32.52666666666667,1.5266666666666708,early,31-100,0.0,False,22.0,763,True
B0043,12.0,4,30.0,31.700000000000003,1.7000000000000028,early,0-30,0.0,False,22.0,765,True
B0043,13.0,4,29.0,31.15066666666667,2.1506666666666696,early,0-30,0.0,False,22.0,767,True
B0043,14.0,4,28.0,30.01066666666667,2.010666666666669,early,0-30,0.0,False,22.0,769,True
B0043,15.0,4,27.0,28.74533333333333,1.7453333333333312,middle,0-30,0.0,False,22.0,771,True
B0043,16.0,4,26.0,28.996666666666666,2.996666666666666,middle,0-30,0.0,False,22.0,775,True
B0043,17.0,4,25.0,27.919999999999995,2.9199999999999946,middle,0-30,0.0,False,22.0,777,True
B0043,18.0,4,24.0,26.84133333333333,2.8413333333333313,middle,0-30,0.0,False,22.0,779,True
B0043,19.0,4,23.0,26.24266666666667,3.2426666666666684,middle,0-30,0.0,False,22.0,781,True
B0043,20.0,4,22.0,24.320000000000004,2.320000000000004,middle,0-30,0.0,False,22.0,783,True
B0043,21.0,4,21.0,25.886,4.885999999999999,middle,0-30,0.0,False,22.0,787,True
B0043,22.0,4,20.0,24.45266666666667,4.452666666666669,middle,0-30,0.0,False,22.0,791,True
B0043,23.0,4,19.0,23.455333333333332,4.455333333333332,middle,0-30,0.0,False,22.0,793,True
B0043,24.0,4,18.0,22.851333333333336,4.851333333333336,middle,0-30,0.0,False,22.0,795,True
