source_index,group,actual,predicted,confidence,accepted
1302,100|90|0|100,90,90,0.7755102040816326,False
1303,100|90|0|100,90,90,0.5833333333333334,False
1304,100|90|0|100,90,90,0.5833333333333334,False
1305,100|90|0|100,90,90,0.5,False
1306,100|90|0|100,90,90,0.5833333333333334,False
1307,100|90|0|100,90,90,0.5833333333333334,False
1308,100|90|0|100,90,90,0.548053282320117,False
1309,100|90|0|100,90,90,0.5,False
1310,100|100|0|100,100,100,0.9629629629629629,False
1311,100|100|0|100,100,100,0.9166666666666666,False
1312,100|100|0|100,100,100,0.9629629629629629,False
1313,100|100|0|100,100,100,0.9629629629629629,False
1314,100|100|0|100,100,100,0.9629629629629629,False
1315,100|100|0|100,100,100,0.9629629629629629,False
1316,100|100|0|100,100,100,0.9166666666666666,False
1317,100|100|0|100,100,100,0.9166666666666666,False
1318,100|100|0|100,100,100,0.9166666666666666,False
1319,100|100|0|100,100,100,0.9166666666666666,False
1320,100|73|2|90,73,73,0.9629629629629629,False
1321,100|73|2|90,73,73,0.9629629629629629,False
1322,100|73|2|90,73,73,0.8484848484848485,False
1323,100|73|2|90,73,73,0.9166666666666666,False
1324,100|73|2|90,73,73,0.9629629629629629,False
1325,100|73|2|90,73,73,0.9629629629629629,False
1326,100|73|2|90,73,73,0.9166666666666666,False
1327,100|73|2|90,73,73,0.9629629629629629,False
1328,100|73|2|90,73,73,0.9629629629629629,False
1329,100|73|2|90,73,73,0.9629629629629629,False
1330,100|80|2|90,80,80,0.5833333333333334,False
1331,100|80|2|90,80,80,0.5,False
1332,100|80|2|90,80,80,0.3,False
1333,100|80|2|90,80,80,0.7755102040816326,False
1334,100|80|2|90,80,80,0.5714285714285714,False
1335,100|80|2|90,80,80,0.5714285714285714,False
1336,100|80|2|90,80,80,0.5,False
1337,100|80|2|90,80,80,0.5,False
1338,100|80|2|90,80,80,0.5833333333333334,False
1339,100|80|2|90,80,73,0.3,False
