source_index,group,actual,predicted,confidence,accepted
463,3|90|0|90,90,115,0.5238095238095238,False
464,3|90|0|90,90,90,0.5238095238095238,False
465,3|90|0|90,90,90,0.5238095238095238,False
466,3|90|0|90,90,90,0.5238095238095238,False
467,3|90|0|90,90,90,0.5238095238095238,False
468,3|90|0|90,90,115,0.5238095238095238,False
469,3|90|0|90,90,115,0.8461538461538461,True
470,3|100|0|90,90,115,0.782608695652174,True
471,3|100|0|90,90,115,0.9,True
472,3|100|0|90,90,115,0.8461538461538461,True
473,3|100|0|90,90,115,0.8461538461538461,True
474,3|100|0|90,90,115,0.9,True
475,3|100|0|90,90,115,1.0,False
476,3|100|0|90,90,115,1.0,True
477,3|100|0|90,90,115,1.0,True
478,3|100|0|90,90,115,0.8461538461538461,True
479,3|100|0|90,90,115,0.8461538461538461,True
550,20|100|1|130,130,130,1.0,True
551,20|100|1|130,130,130,1.0,True
552,20|100|1|130,130,130,1.0,True
553,20|100|1|130,130,130,1.0,True
554,20|100|1|130,130,130,1.0,True
555,20|100|1|130,130,130,1.0,True
556,20|100|1|130,130,130,1.0,True
557,20|100|1|130,130,130,1.0,True
558,20|100|1|130,130,130,1.0,False
559,20|100|1|130,130,130,1.0,True
650,20|80|1|115,115,115,1.0,True
651,20|80|1|115,115,115,1.0,True
652,20|80|1|115,115,115,1.0,True
653,20|80|1|115,115,115,1.0,True
654,20|80|1|115,115,115,1.0,True
655,20|80|1|115,115,115,1.0,True
656,20|80|1|115,115,115,1.0,True
657,20|80|1|115,115,115,1.0,True
658,20|80|1|115,115,115,1.0,True
659,20|80|1|115,115,115,1.0,True
680,20|73|0|115,115,115,1.0,True
681,20|73|0|115,115,115,0.9,True
682,20|73|0|115,115,115,0.9,True
683,20|73|0|115,115,115,0.9482236320821557,True
684,20|73|0|115,115,115,1.0,True
685,20|73|0|115,115,115,1.0,True
686,20|73|0|115,115,115,1.0,True
687,20|73|0|115,115,115,1.0,True
688,20|73|0|115,115,115,1.0,True
689,20|73|0|115,115,115,1.0,True
720,20|73|2|100,100,100,0.5833333333333334,True
721,20|73|2|100,100,100,0.782608695652174,True
722,20|73|2|100,100,100,0.782608695652174,True
723,20|73|2|100,100,100,0.75,True
724,20|73|2|100,100,100,0.782608695652174,True
725,20|73|2|100,100,100,0.8461538461538461,True
726,20|73|2|100,100,100,0.5833333333333334,True
727,20|73|2|100,100,100,0.8461538461538461,True
728,20|73|2|100,100,100,0.782608695652174,True
729,20|73|2|100,100,100,0.782608695652174,True
810,20|80|0|100,100,100,1.0,True
811,20|80|0|100,100,100,1.0,True
812,20|80|0|100,100,100,1.0,True
813,20|80|0|100,100,100,1.0,True
814,20|80|0|100,100,100,1.0,True
815,20|80|0|100,100,100,1.0,True
816,20|80|0|100,100,100,1.0,True
817,20|80|0|100,100,100,1.0,True
818,20|80|0|100,100,100,1.0,True
819,20|80|0|100,100,100,1.0,True
850,20|80|2|90,90,90,0.782608695652174,True
851,20|80|2|90,90,90,0.8461538461538461,True
852,20|80|2|90,90,90,0.782608695652174,True
853,20|80|2|90,90,90,0.8461538461538461,True
854,20|80|2|90,90,90,0.782608695652174,True
855,20|80|2|90,90,90,0.75,True
856,20|80|2|90,90,90,0.9,True
857,20|80|2|90,90,90,0.9,True
858,20|80|2|90,90,90,0.9,True
859,20|80|2|90,90,90,0.9,True
890,20|80|1|90,90,90,0.8461538461538461,True
891,20|80|1|90,90,90,0.8461538461538461,True
892,20|80|1|90,90,90,0.9,True
893,20|80|1|90,90,90,0.9,True
894,20|80|1|90,90,90,0.9,True
895,20|80|1|90,90,90,0.9116327834378946,True
896,20|80|1|90,90,90,1.0,True
897,20|80|1|90,90,90,0.9,True
898,20|80|1|90,90,90,0.9,True
899,20|80|1|90,90,90,0.782608695652174,True
910,20|100|1|90,90,90,0.8461538461538461,True
911,20|100|1|90,90,90,0.9,True
912,20|100|1|90,90,90,0.9,True
913,20|100|1|90,90,90,0.9,True
914,20|100|1|90,90,90,0.9,True
915,20|100|1|90,90,90,0.9,True
916,20|100|1|90,90,90,0.9,True
917,20|100|1|90,90,90,0.8461538461538461,True
918,20|100|1|90,90,90,0.8461538461538461,True
919,20|100|1|90,90,90,0.8461538461538461,True
930,20|80|0|90,90,115,0.5238095238095238,False
931,20|80|0|90,90,115,0.5833333333333334,True
932,20|80|0|90,90,115,0.782608695652174,True
933,20|80|0|90,90,115,0.5238095238095238,False
934,20|80|0|90,90,100,0.5238095238095238,False
935,20|80|0|90,90,100,0.5238095238095238,False
936,20|80|0|90,90,90,0.5238095238095238,False
937,20|80|0|90,90,100,0.5238095238095238,False
938,20|80|0|90,90,90,0.5238095238095238,False
939,20|80|0|90,90,115,0.5238095238095238,False
1010,100|80|1|130,130,130,1.0,False
1011,100|80|1|130,130,130,0.5833333333333334,False
1012,100|80|1|130,130,130,0.5238095238095238,False
1013,100|80|1|130,130,130,0.5238095238095238,False
1014,100|80|1|130,130,130,0.5833333333333334,True
1015,100|80|1|130,130,130,0.5833333333333334,True
1016,100|80|1|130,130,130,0.5833333333333334,True
1017,100|80|1|130,130,130,0.5238095238095238,False
1018,100|80|1|130,130,130,0.75,True
1019,100|80|1|130,130,130,0.75,True
1030,100|100|1|130,130,130,0.7272727272727273,True
1031,100|100|1|130,130,130,0.7272727272727273,True
1032,100|100|1|130,130,130,0.782608695652174,True
1033,100|100|1|130,130,130,0.5238095238095238,False
1034,100|100|1|130,130,130,0.5833333333333334,True
1035,100|100|1|130,130,130,0.782608695652174,True
1036,100|100|1|130,130,130,0.5833333333333334,True
1037,100|100|1|130,130,130,0.8461538461538461,True
1038,100|100|1|130,130,130,0.8461538461538461,True
1039,100|100|1|130,130,130,0.8461538461538461,True
1100,100|90|2|115,115,115,1.0,True
1101,100|90|2|115,115,115,1.0,True
1102,100|90|2|115,115,115,1.0,True
1103,100|90|2|115,115,115,1.0,True
1104,100|90|2|115,115,115,1.0,True
1105,100|90|2|115,115,115,1.0,True
1106,100|90|2|115,115,115,1.0,True
1107,100|90|2|115,115,115,0.9,True
1108,100|90|2|115,115,115,1.0,True
1109,100|90|2|115,115,115,1.0,True
1190,100|100|0|115,115,115,1.0,True
1191,100|100|0|115,115,115,0.9,True
1192,100|100|0|115,115,115,0.5238095238095238,False
1193,100|100|0|115,115,100,0.5238095238095238,False
1194,100|100|0|115,115,130,0.5238095238095238,False
1195,100|100|0|115,115,100,0.5238095238095238,False
1196,100|100|0|115,115,100,0.5238095238095238,False
1197,100|100|0|115,115,100,0.5238095238095238,False
1198,100|100|0|115,115,100,0.5238095238095238,False
1199,100|100|0|115,115,100,0.5833333333333334,True
1210,100|80|2|100,100,100,1.0,True
1211,100|80|2|100,100,100,1.0,True
1212,100|80|2|100,100,100,1.0,True
1213,100|80|2|100,100,100,1.0,True
1214,100|80|2|100,100,100,1.0,True
1215,100|80|2|100,100,100,1.0,True
1216,100|80|2|100,100,100,1.0,True
1217,100|80|2|100,100,100,1.0,True
1218,100|80|2|100,100,100,1.0,True
1219,100|80|2|100,100,100,1.0,True
1230,100|100|2|100,100,100,1.0,True
1231,100|100|2|100,100,100,1.0,True
1232,100|100|2|100,100,100,1.0,True
1233,100|100|2|100,100,100,1.0,True
1234,100|100|2|100,100,100,1.0,True
1235,100|100|2|100,100,100,1.0,True
1236,100|100|2|100,100,100,1.0,True
1237,100|100|2|100,100,100,1.0,True
1238,100|100|2|100,100,100,1.0,True
1239,100|100|2|100,100,100,1.0,True
1290,100|80|0|100,100,100,0.5238095238095238,False
1291,100|80|0|100,100,100,0.8461538461538461,True
1292,100|80|0|100,100,100,0.782608695652174,True
1293,100|80|0|100,100,100,0.818687006364934,True
1294,100|80|0|100,100,100,0.8461538461538461,True
1295,100|80|0|100,100,100,0.8461538461538461,True
1296,100|80|0|100,100,100,0.8461538461538461,True
1297,100|80|0|100,100,100,0.8461538461538461,True
1298,100|80|0|100,100,100,0.782608695652174,True
1299,100|80|0|100,100,100,0.7272727272727273,True
1300,100|90|0|100,100,100,0.782608695652174,True
1301,100|90|0|100,100,100,0.8461538461538461,True
1302,100|90|0|100,100,100,0.782608695652174,True
1303,100|90|0|100,100,100,0.782608695652174,True
1304,100|90|0|100,100,100,0.7272727272727273,True
1305,100|90|0|100,100,100,0.5833333333333334,True
1306,100|90|0|100,100,100,0.5833333333333334,True
1307,100|90|0|100,100,100,0.5833333333333334,True
1308,100|90|0|100,100,100,0.5833333333333334,True
1309,100|90|0|100,100,100,0.5833333333333334,True
1310,100|100|0|100,100,100,0.5238095238095238,False
1311,100|100|0|100,100,100,0.5833333333333334,True
1312,100|100|0|100,100,100,0.5238095238095238,False
1313,100|100|0|100,100,100,0.5238095238095238,False
1314,100|100|0|100,100,100,0.5238095238095238,False
1315,100|100|0|100,100,130,0.5238095238095238,False
1316,100|100|0|100,100,100,0.5238095238095238,False
1317,100|100|0|100,100,100,0.5238095238095238,False
1318,100|100|0|100,100,100,0.5238095238095238,False
1319,100|100|0|100,100,130,0.5238095238095238,False
1320,100|73|2|90,90,130,0.5238095238095238,False
1321,100|73|2|90,90,90,0.5238095238095238,False
1322,100|73|2|90,90,90,0.5238095238095238,False
1323,100|73|2|90,90,90,0.5238095238095238,False
1324,100|73|2|90,90,90,0.5238095238095238,False
1325,100|73|2|90,90,90,0.5833333333333334,True
1326,100|73|2|90,90,90,0.5833333333333334,True
1327,100|73|2|90,90,90,0.5238095238095238,False
1328,100|73|2|90,90,90,0.5238095238095238,False
1329,100|73|2|90,90,90,0.5833333333333334,False
1330,100|80|2|90,90,90,0.8461538461538461,True
1331,100|80|2|90,90,90,0.9,True
1332,100|80|2|90,90,90,0.782608695652174,True
1333,100|80|2|90,90,90,0.8461538461538461,True
1334,100|80|2|90,90,90,0.9,True
1335,100|80|2|90,90,90,0.9,True
1336,100|80|2|90,90,90,0.9,True
1337,100|80|2|90,90,90,0.9,True
1338,100|80|2|90,90,90,0.9,True
1339,100|80|2|90,90,90,0.9,True
