actual,group,source_index,previous,candidate,fold
73,3|73|0|130,87,73.0,73.0,0
73,3|73|0|130,88,80.0,73.0,0
73,3|73|0|130,89,80.0,73.0,0
80,3|80|0|130,90,80.0,80.0,3
80,3|80|0|130,91,80.0,80.0,3
80,3|80|0|130,92,80.0,80.0,3
80,3|80|0|130,93,80.0,80.0,3
80,3|80|0|130,94,80.0,80.0,3
80,3|80|0|130,95,90.0,80.0,3
80,3|80|0|130,96,80.0,80.0,3
80,3|80|0|130,97,73.0,80.0,3
80,3|80|0|130,98,80.0,80.0,3
80,3|80|0|130,99,80.0,80.0,3
90,3|90|0|130,100,100.0,90.0,3
90,3|90|0|130,101,90.0,90.0,3
90,3|90|0|130,102,90.0,90.0,3
90,3|90|0|130,103,100.0,90.0,3
90,3|90|0|130,104,100.0,90.0,3
90,3|90|0|130,105,90.0,90.0,3
90,3|90|0|130,106,100.0,90.0,3
90,3|90|0|130,107,100.0,90.0,3
90,3|90|0|130,108,100.0,90.0,3
90,3|90|0|130,109,90.0,90.0,3
100,3|100|0|130,110,100.0,100.0,0
100,3|100|0|130,111,90.0,100.0,0
100,3|100|0|130,112,100.0,100.0,0
100,3|100|0|130,113,100.0,100.0,0
100,3|100|0|130,114,100.0,100.0,0
100,3|100|0|130,115,100.0,100.0,0
100,3|100|0|130,116,100.0,100.0,0
100,3|100|0|130,117,100.0,100.0,0
100,3|100|0|130,118,100.0,100.0,0
100,3|100|0|130,119,100.0,100.0,0
73,3|73|2|115,120,80.0,73.0,1
73,3|73|2|115,121,80.0,73.0,1
73,3|73|2|115,122,80.0,73.0,1
73,3|73|2|115,123,80.0,73.0,1
73,3|73|2|115,124,80.0,73.0,1
73,3|73|2|115,125,80.0,73.0,1
73,3|73|2|115,126,80.0,73.0,1
73,3|73|2|115,127,80.0,73.0,1
73,3|73|2|115,128,80.0,73.0,1
73,3|73|2|115,129,80.0,73.0,1
80,3|80|2|115,130,80.0,80.0,4
80,3|80|2|115,131,80.0,80.0,4
80,3|80|2|115,132,80.0,80.0,4
80,3|80|2|115,133,90.0,80.0,4
80,3|80|2|115,134,80.0,80.0,4
80,3|80|2|115,135,80.0,80.0,4
80,3|80|2|115,136,73.0,80.0,4
80,3|80|2|115,137,90.0,80.0,4
80,3|80|2|115,138,80.0,80.0,4
80,3|80|2|115,139,80.0,80.0,4
90,3|90|2|115,140,100.0,90.0,3
90,3|90|2|115,141,80.0,90.0,3
90,3|90|2|115,142,90.0,90.0,3
90,3|90|2|115,143,80.0,90.0,3
90,3|90|2|115,144,100.0,90.0,3
90,3|90|2|115,145,90.0,90.0,3
90,3|90|2|115,146,100.0,90.0,3
90,3|90|2|115,147,73.0,90.0,3
90,3|90|2|115,148,80.0,90.0,3
90,3|90|2|115,149,100.0,90.0,3
100,3|100|2|115,150,90.0,100.0,0
100,3|100|2|115,151,100.0,100.0,0
100,3|100|2|115,152,100.0,100.0,0
100,3|100|2|115,153,100.0,100.0,0
100,3|100|2|115,154,100.0,100.0,0
100,3|100|2|115,155,100.0,100.0,0
100,3|100|2|115,156,100.0,100.0,0
100,3|100|2|115,157,100.0,100.0,0
100,3|100|2|115,158,100.0,100.0,0
100,3|100|2|115,159,100.0,100.0,0
73,3|73|1|115,160,80.0,73.0,4
73,3|73|1|115,161,80.0,73.0,4
73,3|73|1|115,162,80.0,73.0,4
73,3|73|1|115,163,73.0,73.0,4
73,3|73|1|115,164,73.0,73.0,4
73,3|73|1|115,165,73.0,73.0,4
73,3|73|1|115,166,80.0,73.0,4
73,3|73|1|115,167,80.0,73.0,4
73,3|73|1|115,168,80.0,73.0,4
73,3|73|1|115,169,73.0,73.0,4
80,3|80|1|115,170,80.0,80.0,0
80,3|80|1|115,171,73.0,80.0,0
80,3|80|1|115,172,90.0,80.0,0
80,3|80|1|115,173,80.0,80.0,0
80,3|80|1|115,174,80.0,80.0,0
80,3|80|1|115,175,80.0,80.0,0
80,3|80|1|115,176,80.0,80.0,0
80,3|80|1|115,177,80.0,80.0,0
80,3|80|1|115,178,80.0,80.0,0
80,3|80|1|115,179,73.0,80.0,0
90,3|90|1|115,180,90.0,90.0,0
90,3|90|1|115,181,90.0,90.0,0
90,3|90|1|115,182,90.0,90.0,0
90,3|90|1|115,183,90.0,90.0,0
90,3|90|1|115,184,90.0,90.0,0
90,3|90|1|115,185,100.0,90.0,0
90,3|90|1|115,186,90.0,90.0,0
90,3|90|1|115,187,90.0,90.0,0
90,3|90|1|115,188,100.0,90.0,0
90,3|90|1|115,189,90.0,90.0,0
100,3|100|1|115,190,90.0,100.0,0
100,3|100|1|115,191,100.0,100.0,0
100,3|100|1|115,192,100.0,100.0,0
100,3|100|1|115,193,100.0,100.0,0
100,3|100|1|115,194,100.0,100.0,0
100,3|100|1|115,195,100.0,100.0,0
100,3|100|1|115,196,90.0,100.0,0
100,3|100|1|115,197,100.0,100.0,0
100,3|100|1|115,198,90.0,100.0,0
100,3|100|1|115,199,100.0,100.0,0
73,3|73|0|115,200,73.0,73.0,1
73,3|73|0|115,201,73.0,73.0,1
73,3|73|0|115,202,73.0,73.0,1
73,3|73|0|115,203,73.0,73.0,1
73,3|73|0|115,204,73.0,73.0,1
73,3|73|0|115,205,73.0,73.0,1
73,3|73|0|115,206,73.0,73.0,1
73,3|73|0|115,207,73.0,73.0,1
73,3|73|0|115,208,73.0,73.0,1
73,3|73|0|115,209,73.0,73.0,1
80,3|80|0|115,210,80.0,80.0,2
80,3|80|0|115,211,80.0,80.0,2
80,3|80|0|115,212,80.0,80.0,2
80,3|80|0|115,213,80.0,80.0,2
80,3|80|0|115,214,73.0,80.0,2
80,3|80|0|115,215,80.0,80.0,2
80,3|80|0|115,216,80.0,80.0,2
80,3|80|0|115,217,80.0,80.0,2
80,3|80|0|115,218,73.0,80.0,2
80,3|80|0|115,219,80.0,80.0,2
90,3|90|0|115,220,90.0,90.0,0
90,3|90|0|115,221,100.0,90.0,0
90,3|90|0|115,222,100.0,90.0,0
90,3|90|0|115,223,100.0,90.0,0
90,3|90|0|115,224,100.0,90.0,0
90,3|90|0|115,225,100.0,90.0,0
90,3|90|0|115,226,90.0,90.0,0
90,3|90|0|115,227,90.0,90.0,0
90,3|90|0|115,228,90.0,90.0,0
90,3|90|0|115,229,100.0,90.0,0
100,3|100|0|115,230,100.0,100.0,4
100,3|100|0|115,231,100.0,100.0,4
100,3|100|0|115,232,100.0,100.0,4
100,3|100|0|115,233,100.0,100.0,4
100,3|100|0|115,234,100.0,100.0,4
100,3|100|0|115,235,100.0,100.0,4
100,3|100|0|115,236,100.0,100.0,4
100,3|100|0|115,237,100.0,100.0,4
100,3|100|0|115,238,73.0,100.0,4
100,3|100|0|115,239,100.0,100.0,4
73,3|73|2|100,240,73.0,73.0,0
73,3|73|2|100,241,73.0,73.0,0
73,3|73|2|100,242,73.0,73.0,0
73,3|73|2|100,243,73.0,73.0,0
73,3|73|2|100,244,73.0,73.0,0
73,3|73|2|100,245,73.0,73.0,0
73,3|73|2|100,246,73.0,73.0,0
73,3|73|2|100,247,73.0,73.0,0
73,3|73|2|100,248,73.0,73.0,0
73,3|73|2|100,249,73.0,73.0,0
80,3|80|2|100,250,100.0,80.0,3
80,3|80|2|100,251,80.0,80.0,3
80,3|80|2|100,252,73.0,80.0,3
80,3|80|2|100,253,80.0,80.0,3
80,3|80|2|100,254,80.0,80.0,3
80,3|80|2|100,255,80.0,80.0,3
80,3|80|2|100,256,80.0,80.0,3
80,3|80|2|100,257,80.0,80.0,3
80,3|80|2|100,258,80.0,80.0,3
80,3|80|2|100,259,73.0,80.0,3
90,3|90|2|100,260,90.0,90.0,0
90,3|90|2|100,261,90.0,90.0,0
90,3|90|2|100,262,90.0,90.0,0
90,3|90|2|100,263,80.0,90.0,0
90,3|90|2|100,264,90.0,90.0,0
90,3|90|2|100,265,80.0,90.0,0
90,3|90|2|100,266,90.0,90.0,0
90,3|90|2|100,267,80.0,90.0,0
90,3|90|2|100,268,100.0,90.0,0
90,3|90|2|100,269,100.0,90.0,0
100,3|100|2|100,270,100.0,100.0,4
100,3|100|2|100,271,100.0,100.0,4
100,3|100|2|100,272,100.0,100.0,4
100,3|100|2|100,273,100.0,100.0,4
100,3|100|2|100,274,100.0,100.0,4
100,3|100|2|100,275,100.0,100.0,4
100,3|100|2|100,276,100.0,100.0,4
100,3|100|2|100,277,100.0,100.0,4
100,3|100|2|100,278,100.0,100.0,4
100,3|100|2|100,279,100.0,100.0,4
73,3|73|1|100,280,73.0,73.0,4
73,3|73|1|100,281,73.0,73.0,4
73,3|73|1|100,282,80.0,73.0,4
73,3|73|1|100,283,73.0,73.0,4
73,3|73|1|100,284,80.0,73.0,4
73,3|73|1|100,285,80.0,73.0,4
73,3|73|1|100,286,80.0,73.0,4
73,3|73|1|100,287,80.0,73.0,4
73,3|73|1|100,288,80.0,73.0,4
73,3|73|1|100,289,73.0,73.0,4
80,3|80|1|100,290,80.0,80.0,1
80,3|80|1|100,291,90.0,80.0,1
80,3|80|1|100,292,80.0,80.0,1
80,3|80|1|100,293,80.0,80.0,1
80,3|80|1|100,294,90.0,80.0,1
80,3|80|1|100,295,73.0,80.0,1
80,3|80|1|100,296,80.0,80.0,1
80,3|80|1|100,297,90.0,80.0,1
80,3|80|1|100,298,90.0,80.0,1
80,3|80|1|100,299,80.0,80.0,1
90,3|90|1|100,300,100.0,90.0,2
90,3|90|1|100,301,100.0,90.0,2
90,3|90|1|100,302,100.0,90.0,2
90,3|90|1|100,303,100.0,90.0,2
90,3|90|1|100,304,90.0,90.0,2
90,3|90|1|100,305,90.0,90.0,2
90,3|90|1|100,306,90.0,90.0,2
90,3|90|1|100,307,90.0,90.0,2
90,3|90|1|100,308,100.0,90.0,2
90,3|90|1|100,309,100.0,90.0,2
100,3|100|1|100,310,100.0,100.0,3
100,3|100|1|100,311,100.0,100.0,3
100,3|100|1|100,312,100.0,100.0,3
100,3|100|1|100,313,100.0,100.0,3
100,3|100|1|100,314,100.0,100.0,3
100,3|100|1|100,315,100.0,100.0,3
100,3|100|1|100,316,100.0,100.0,3
100,3|100|1|100,317,100.0,100.0,3
100,3|100|1|100,318,100.0,100.0,3
100,3|100|1|100,319,100.0,100.0,3
73,3|73|0|100,320,73.0,73.0,1
73,3|73|0|100,321,73.0,73.0,1
73,3|73|0|100,322,73.0,73.0,1
73,3|73|0|100,323,73.0,73.0,1
73,3|73|0|100,324,73.0,73.0,1
73,3|73|0|100,325,73.0,73.0,1
73,3|73|0|100,326,73.0,73.0,1
73,3|73|0|100,327,73.0,73.0,1
73,3|73|0|100,328,73.0,73.0,1
73,3|73|0|100,329,73.0,73.0,1
80,3|80|0|100,330,80.0,80.0,4
80,3|80|0|100,331,80.0,80.0,4
80,3|80|0|100,332,90.0,80.0,4
80,3|80|0|100,333,80.0,80.0,4
80,3|80|0|100,334,90.0,80.0,4
80,3|80|0|100,335,90.0,80.0,4
80,3|80|0|100,336,80.0,80.0,4
80,3|80|0|100,337,80.0,80.0,4
80,3|80|0|100,338,73.0,80.0,4
80,3|80|0|100,339,90.0,80.0,4
90,3|90|0|100,340,100.0,90.0,2
90,3|90|0|100,341,80.0,90.0,2
90,3|90|0|100,342,100.0,90.0,2
90,3|90|0|100,343,90.0,90.0,2
90,3|90|0|100,344,90.0,90.0,2
90,3|90|0|100,345,100.0,90.0,2
90,3|90|0|100,346,80.0,90.0,2
90,3|90|0|100,347,80.0,90.0,2
90,3|90|0|100,348,80.0,90.0,2
90,3|90|0|100,349,90.0,90.0,2
100,3|100|0|100,350,100.0,100.0,2
100,3|100|0|100,351,100.0,100.0,2
100,3|100|0|100,352,100.0,100.0,2
100,3|100|0|100,353,80.0,100.0,2
100,3|100|0|100,354,100.0,100.0,2
100,3|100|0|100,355,100.0,100.0,2
100,3|100|0|100,356,100.0,100.0,2
100,3|100|0|100,357,100.0,100.0,2
100,3|100|0|100,358,100.0,100.0,2
100,3|100|0|100,359,100.0,100.0,2
73,3|73|2|90,360,73.0,73.0,3
73,3|73|2|90,361,73.0,73.0,3
73,3|73|2|90,362,73.0,73.0,3
73,3|73|2|90,363,73.0,73.0,3
73,3|73|2|90,364,73.0,73.0,3
73,3|73|2|90,365,73.0,73.0,3
73,3|73|2|90,366,80.0,73.0,3
73,3|73|2|90,367,73.0,73.0,3
73,3|73|2|90,368,73.0,73.0,3
73,3|73|2|90,369,73.0,73.0,3
80,3|80|2|90,370,73.0,80.0,1
80,3|80|2|90,371,90.0,80.0,1
80,3|80|2|90,372,73.0,80.0,1
80,3|80|2|90,373,80.0,80.0,1
80,3|80|2|90,374,80.0,80.0,1
80,3|80|2|90,375,80.0,80.0,1
80,3|80|2|90,376,80.0,80.0,1
80,3|80|2|90,377,73.0,80.0,1
80,3|80|2|90,378,80.0,80.0,1
80,3|80|2|90,379,90.0,80.0,1
90,3|90|2|90,380,80.0,90.0,2
90,3|90|2|90,381,90.0,90.0,2
90,3|90|2|90,382,90.0,90.0,2
90,3|90|2|90,383,90.0,90.0,2
90,3|90|2|90,384,73.0,90.0,2
90,3|90|2|90,385,90.0,90.0,2
90,3|90|2|90,386,80.0,90.0,2
90,3|90|2|90,387,90.0,90.0,2
90,3|90|2|90,388,100.0,90.0,2
90,3|90|2|90,389,90.0,90.0,2
100,3|100|2|90,390,100.0,100.0,0
100,3|100|2|90,391,90.0,100.0,0
100,3|100|2|90,392,100.0,100.0,0
100,3|100|2|90,393,100.0,100.0,0
100,3|100|2|90,394,100.0,100.0,0
100,3|100|2|90,395,100.0,100.0,0
100,3|100|2|90,396,100.0,100.0,0
100,3|100|2|90,397,100.0,100.0,0
100,3|100|2|90,398,100.0,100.0,0
100,3|100|2|90,399,100.0,100.0,0
73,3|73|1|90,400,80.0,73.0,2
73,3|73|1|90,401,80.0,73.0,2
73,3|73|1|90,402,73.0,73.0,2
73,3|73|1|90,403,73.0,73.0,2
73,3|73|1|90,404,73.0,73.0,2
73,3|73|1|90,405,80.0,73.0,2
73,3|73|1|90,406,73.0,73.0,2
73,3|73|1|90,407,73.0,73.0,2
73,3|73|1|90,408,73.0,73.0,2
73,3|73|1|90,409,80.0,73.0,2
80,3|80|1|90,410,80.0,80.0,4
80,3|80|1|90,411,73.0,80.0,4
80,3|80|1|90,412,80.0,80.0,4
80,3|80|1|90,413,80.0,80.0,4
80,3|80|1|90,414,80.0,80.0,4
80,3|80|1|90,415,80.0,80.0,4
80,3|80|1|90,416,80.0,80.0,4
80,3|80|1|90,417,80.0,80.0,4
80,3|80|1|90,418,80.0,80.0,4
80,3|80|1|90,419,80.0,80.0,4
90,3|90|1|90,420,90.0,90.0,1
90,3|90|1|90,421,90.0,90.0,1
90,3|90|1|90,422,90.0,90.0,1
90,3|90|1|90,423,90.0,90.0,1
90,3|90|1|90,424,90.0,90.0,1
90,3|90|1|90,425,100.0,90.0,1
90,3|90|1|90,426,90.0,90.0,1
90,3|90|1|90,427,100.0,90.0,1
90,3|90|1|90,428,100.0,90.0,1
90,3|90|1|90,429,90.0,90.0,1
100,3|100|1|90,430,100.0,100.0,2
100,3|100|1|90,431,100.0,100.0,2
100,3|100|1|90,432,100.0,100.0,2
100,3|100|1|90,433,100.0,100.0,2
100,3|100|1|90,434,100.0,100.0,2
100,3|100|1|90,435,100.0,100.0,2
100,3|100|1|90,436,100.0,100.0,2
100,3|100|1|90,437,100.0,100.0,2
100,3|100|1|90,438,100.0,100.0,2
100,3|100|1|90,439,100.0,100.0,2
73,3|73|0|90,440,73.0,73.0,0
73,3|73|0|90,441,73.0,73.0,0
73,3|73|0|90,442,73.0,73.0,0
73,3|73|0|90,443,80.0,73.0,0
73,3|73|0|90,444,80.0,73.0,0
73,3|73|0|90,445,80.0,73.0,0
73,3|73|0|90,446,73.0,73.0,0
73,3|73|0|90,447,73.0,73.0,0
73,3|73|0|90,448,80.0,73.0,0
73,3|73|0|90,449,73.0,73.0,0
80,3|80|0|90,450,80.0,80.0,3
80,3|80|0|90,451,80.0,80.0,3
80,3|80|0|90,452,80.0,80.0,3
80,3|80|0|90,453,80.0,80.0,3
80,3|80|0|90,454,80.0,80.0,3
80,3|80|0|90,455,90.0,80.0,3
80,3|80|0|90,456,80.0,80.0,3
80,3|80|0|90,457,90.0,80.0,3
80,3|80|0|90,458,80.0,80.0,3
80,3|80|0|90,459,80.0,80.0,3
90,3|90|0|90,460,80.0,90.0,2
90,3|90|0|90,461,90.0,90.0,2
90,3|90|0|90,462,80.0,90.0,2
90,3|90|0|90,463,90.0,90.0,2
90,3|90|0|90,464,90.0,90.0,2
90,3|90|0|90,465,90.0,90.0,2
90,3|90|0|90,466,90.0,90.0,2
90,3|90|0|90,467,90.0,90.0,2
90,3|90|0|90,468,90.0,90.0,2
90,3|90|0|90,469,100.0,90.0,2
100,3|100|0|90,470,100.0,100.0,3
100,3|100|0|90,471,90.0,100.0,3
100,3|100|0|90,472,90.0,100.0,3
100,3|100|0|90,473,90.0,100.0,3
100,3|100|0|90,474,90.0,100.0,3
100,3|100|0|90,475,100.0,100.0,3
100,3|100|0|90,476,90.0,100.0,3
100,3|100|0|90,477,90.0,100.0,3
100,3|100|0|90,478,90.0,100.0,3
100,3|100|0|90,479,90.0,100.0,3
73,20|73|2|130,480,73.0,73.0,2
73,20|73|2|130,481,73.0,73.0,2
73,20|73|2|130,482,73.0,73.0,2
73,20|73|2|130,483,73.0,73.0,2
73,20|73|2|130,484,73.0,73.0,2
73,20|73|2|130,485,73.0,73.0,2
73,20|73|2|130,486,73.0,73.0,2
73,20|73|2|130,487,73.0,73.0,2
73,20|73|2|130,488,73.0,73.0,2
73,20|73|2|130,489,73.0,73.0,2
80,20|80|2|130,490,80.0,80.0,3
80,20|80|2|130,491,80.0,80.0,3
80,20|80|2|130,492,80.0,80.0,3
80,20|80|2|130,493,80.0,80.0,3
80,20|80|2|130,494,80.0,80.0,3
80,20|80|2|130,495,80.0,80.0,3
80,20|80|2|130,496,80.0,80.0,3
80,20|80|2|130,497,80.0,80.0,3
80,20|80|2|130,498,80.0,80.0,3
80,20|80|2|130,499,80.0,80.0,3
90,20|90|2|130,500,100.0,90.0,3
90,20|90|2|130,501,90.0,90.0,3
90,20|90|2|130,502,100.0,90.0,3
90,20|90|2|130,503,100.0,90.0,3
90,20|90|2|130,504,90.0,90.0,3
90,20|90|2|130,505,100.0,90.0,3
90,20|90|2|130,506,90.0,90.0,3
90,20|90|2|130,507,100.0,90.0,3
90,20|90|2|130,508,100.0,90.0,3
90,20|90|2|130,509,100.0,90.0,3
100,20|100|2|130,510,100.0,100.0,2
100,20|100|2|130,511,100.0,100.0,2
100,20|100|2|130,512,100.0,100.0,2
100,20|100|2|130,513,100.0,100.0,2
100,20|100|2|130,514,100.0,100.0,2
100,20|100|2|130,515,100.0,100.0,2
100,20|100|2|130,516,100.0,100.0,2
100,20|100|2|130,517,100.0,100.0,2
100,20|100|2|130,518,100.0,100.0,2
100,20|100|2|130,519,100.0,100.0,2
73,20|73|1|130,520,73.0,73.0,0
73,20|73|1|130,521,73.0,73.0,0
73,20|73|1|130,522,73.0,73.0,0
73,20|73|1|130,523,73.0,73.0,0
73,20|73|1|130,524,73.0,73.0,0
73,20|73|1|130,525,73.0,73.0,0
73,20|73|1|130,526,80.0,73.0,0
73,20|73|1|130,527,73.0,73.0,0
73,20|73|1|130,528,73.0,73.0,0
73,20|73|1|130,529,73.0,73.0,0
80,20|80|1|130,530,80.0,80.0,4
80,20|80|1|130,531,80.0,80.0,4
80,20|80|1|130,532,80.0,80.0,4
80,20|80|1|130,533,80.0,80.0,4
80,20|80|1|130,534,80.0,80.0,4
80,20|80|1|130,535,80.0,80.0,4
80,20|80|1|130,536,80.0,80.0,4
80,20|80|1|130,537,80.0,80.0,4
80,20|80|1|130,538,80.0,80.0,4
80,20|80|1|130,539,80.0,80.0,4
90,20|90|1|130,540,100.0,90.0,3
90,20|90|1|130,541,90.0,90.0,3
90,20|90|1|130,542,100.0,90.0,3
90,20|90|1|130,543,90.0,90.0,3
90,20|90|1|130,544,100.0,90.0,3
90,20|90|1|130,545,100.0,90.0,3
90,20|90|1|130,546,100.0,90.0,3
90,20|90|1|130,547,90.0,90.0,3
90,20|90|1|130,548,90.0,90.0,3
90,20|90|1|130,549,90.0,90.0,3
100,20|100|1|130,550,100.0,100.0,2
100,20|100|1|130,551,100.0,100.0,2
100,20|100|1|130,552,100.0,100.0,2
100,20|100|1|130,553,100.0,100.0,2
100,20|100|1|130,554,100.0,100.0,2
100,20|100|1|130,555,100.0,100.0,2
100,20|100|1|130,556,100.0,100.0,2
100,20|100|1|130,557,100.0,100.0,2
100,20|100|1|130,558,100.0,100.0,2
100,20|100|1|130,559,100.0,100.0,2
73,20|73|0|130,560,73.0,73.0,0
73,20|73|0|130,561,73.0,73.0,0
73,20|73|0|130,562,73.0,73.0,0
73,20|73|0|130,563,73.0,73.0,0
73,20|73|0|130,564,73.0,73.0,0
73,20|73|0|130,565,73.0,73.0,0
73,20|73|0|130,566,73.0,73.0,0
73,20|73|0|130,567,73.0,73.0,0
73,20|73|0|130,568,73.0,73.0,0
73,20|73|0|130,569,73.0,73.0,0
80,20|80|0|130,570,80.0,80.0,1
80,20|80|0|130,571,80.0,80.0,1
80,20|80|0|130,572,80.0,80.0,1
80,20|80|0|130,573,80.0,80.0,1
80,20|80|0|130,574,80.0,80.0,1
80,20|80|0|130,575,80.0,80.0,1
80,20|80|0|130,576,80.0,80.0,1
80,20|80|0|130,577,80.0,80.0,1
80,20|80|0|130,578,80.0,80.0,1
80,20|80|0|130,579,80.0,80.0,1
90,20|90|0|130,580,90.0,90.0,1
90,20|90|0|130,581,90.0,90.0,1
90,20|90|0|130,582,90.0,90.0,1
90,20|90|0|130,583,90.0,90.0,1
90,20|90|0|130,584,90.0,90.0,1
90,20|90|0|130,585,90.0,90.0,1
90,20|90|0|130,586,90.0,90.0,1
90,20|90|0|130,587,90.0,90.0,1
90,20|90|0|130,588,90.0,90.0,1
90,20|90|0|130,589,90.0,90.0,1
100,20|100|0|130,590,100.0,100.0,3
100,20|100|0|130,591,100.0,100.0,3
100,20|100|0|130,592,100.0,100.0,3
100,20|100|0|130,593,100.0,100.0,3
100,20|100|0|130,594,100.0,100.0,3
100,20|100|0|130,595,100.0,100.0,3
100,20|100|0|130,596,100.0,100.0,3
100,20|100|0|130,597,100.0,100.0,3
100,20|100|0|130,598,100.0,100.0,3
100,20|100|0|130,599,100.0,100.0,3
73,20|73|2|115,600,73.0,73.0,4
73,20|73|2|115,601,73.0,73.0,4
73,20|73|2|115,602,73.0,73.0,4
73,20|73|2|115,603,80.0,73.0,4
73,20|73|2|115,604,73.0,73.0,4
73,20|73|2|115,605,73.0,73.0,4
73,20|73|2|115,606,73.0,73.0,4
73,20|73|2|115,607,73.0,73.0,4
73,20|73|2|115,608,73.0,73.0,4
73,20|73|2|115,609,73.0,73.0,4
80,20|80|2|115,610,80.0,80.0,2
80,20|80|2|115,611,80.0,80.0,2
80,20|80|2|115,612,80.0,80.0,2
80,20|80|2|115,613,80.0,80.0,2
80,20|80|2|115,614,80.0,80.0,2
80,20|80|2|115,615,80.0,80.0,2
80,20|80|2|115,616,80.0,80.0,2
80,20|80|2|115,617,80.0,80.0,2
80,20|80|2|115,618,80.0,80.0,2
80,20|80|2|115,619,73.0,80.0,2
90,20|90|2|115,620,90.0,90.0,2
90,20|90|2|115,621,90.0,90.0,2
90,20|90|2|115,622,90.0,90.0,2
90,20|90|2|115,623,90.0,90.0,2
90,20|90|2|115,624,90.0,90.0,2
90,20|90|2|115,625,90.0,90.0,2
90,20|90|2|115,626,90.0,90.0,2
90,20|90|2|115,627,90.0,90.0,2
90,20|90|2|115,628,90.0,90.0,2
90,20|90|2|115,629,90.0,90.0,2
100,20|100|2|115,630,100.0,100.0,3
100,20|100|2|115,631,100.0,100.0,3
100,20|100|2|115,632,100.0,100.0,3
100,20|100|2|115,633,100.0,100.0,3
